Function	FT00104	FT00109	FT00114	FT00128	FT00149	FT00174	FT00177	FT00182	FT00189	FT00202	FT00220	FT00231	FT00303	FT00311	FT00385	FT00400	ST00001	ST00003	ST00005	ST00006	ST00008	ST00009	ST00015	ST00016	ST00017	ST00018	ST00019	ST00021	ST00023	ST00026	ST00027	ST00028	ST00030	ST00031	ST00035	ST00039	ST00040	ST00041	ST00042	ST00044	ST00045	ST00046	ST00047	ST00050	ST00051	ST00053	ST00054	ST00056	ST00057	ST00059	ST00060	ST00062	ST00063	ST00064	ST00065	ST00067	ST00070	ST00075	ST00077	ST00078	ST00081	ST00082	ST00083	ST00084	ST00085	ST00088	ST00091	ST00092	ST00094	ST00100	ST00101	ST00112	ST00123	ST00132	ST00142	ST00143	ST00146	ST00162	ST00176	ST00184	ST00190	ST00203	ST00205	ST00207	ST00208	ST00219	ST00223	ST00226	ST00227	ST00234	ST00242	ST00259	ST00263	ST00266	ST00278	ST00281	ST00305	ST00338	ST00348	ST00379	ST00382	ST00383	ST00384	ST00386	ST00387	ST00395	ST00411	ST00412	ST00415	ST00420	ST00422	ST00425	ST00465	ST00480	ST00541	SW00001	SW00003	SW00004	SW00006	SW00007	SW00018	SW00021	SW00027	SW00028	SW00032	SW00035	SW00041	SW00106	SW00109	SW00115	SW00116	SW00127	SW00148	SW00172	SW00176	SW00183	SW00197	SW00213	SW00224	SW00295	SW00303	SW00378	SW00395
Benzoxazinoid_biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.05E-6	0.0	5.63E-6	1.84E-6	1.0E-5	6.45E-6	0.0	5.69E-6	6.29E-6	3.7E-6	3.41E-6	5.09E-6	1.03E-6	3.1E-6	1.68E-6	2.45E-6	0.0	2.94E-6	7.83E-6	5.94E-6	0.0	5.16E-6	4.26E-6	8.44E-6	1.16E-6	2.78E-6	3.48E-6	0.0	4.56E-6	1.89E-6	4.47E-6	4.13E-6	1.11E-5	5.93E-6	2.94E-6	4.13E-6	9.3E-6	3.05E-6	8.14E-6	8.79E-6	3.0E-6	0.0	7.52E-6	2.79E-6	5.37E-6	7.36E-6	3.1E-6	2.89E-6	9.43E-6	6.97E-6	2.88E-6	1.22E-6	7.86E-6	1.06E-5	3.48E-6	6.11E-6	5.26E-6	6.07E-6	3.49E-6	5.14E-6	3.66E-6	2.68E-6	1.15E-6	9.1E-7	6.37E-6	6.92E-6	3.34E-6	3.67E-6	4.96E-6	4.64E-7	4.81E-6	6.02E-6	5.03E-6	2.39E-6	6.52E-6	9.26E-7	3.81E-6	0.0	2.36E-6	4.58E-6	5.35E-6	5.21E-6	5.89E-6	4.76E-6	6.86E-6	3.02E-6	4.45E-6	0.0	8.26E-6	1.93E-6	9.41E-6	2.33E-6	5.36E-6	3.48E-6	6.9E-6	4.08E-6	4.81E-6	3.79E-6	4.98E-6	8.02E-6	6.3E-6	0.0	2.23E-6	1.91E-6	0.0	4.54E-6	3.14E-6	0.0	6.59E-6	0.0	9.18E-6	0.0	6.38E-7	3.73E-6	2.97E-6	1.65E-6	7.15E-6	2.38E-6	4.62E-6	1.3E-5	5.66E-6	5.56E-6	1.41E-6	5.91E-6	6.1E-6	1.0E-5	8.16E-6	0.0	0.0
Sulfur_metabolism	5.91746E-4	0.0	3.59855E-4	0.0	0.0	3.59224E-4	0.00313143	6.63401E-4	0.0	1.77746E-4	0.0	5.54618E-4	3.52771E-4	1.73332E-4	0.0	1.76712E-4	0.0105767	0.00713031	0.0110675	0.0103545	0.00835308	0.00907474	0.00956526	0.0104357	0.00820898	0.00984018	0.00822884	0.00964661	0.0091319	0.00871413	0.0063228	0.00765976	0.0102795	0.00887456	0.00728042	0.0102554	0.00748297	0.0102379	0.00756786	0.00900757	0.00928814	0.0	0.00843203	0.00809541	0.00876533	0.00964876	0.0150968	0.00723899	0.00728263	0.00797822	0.00859217	0.00860682	0.00828911	0.00969901	0.00893272	0.00509027	0.00842135	0.0100443	0.00964766	0.01023	0.00877376	0.00858329	0.00875002	0.0108524	0.0103996	0.00819485	0.00980301	0.00920708	0.0100727	0.00785699	0.010927	0.00948268	0.00897162	0.00900172	0.00981603	0.00741352	0.00961404	0.00774809	0.00924691	0.00886232	0.00839409	0.0075834	0.00867029	0.00838606	0.0078309	0.00998432	0.00924058	0.00755683	0.00907563	0.00790259	0.00892396	0.0064289	0.00684312	0.0098017	0.00876086	0.00954004	0.00926523	0.00758537	0.00806525	0.0102871	0.009403	0.0012316	0.0108013	0.00771553	0.0109221	0.00775879	0.0087178	0.0104889	0.00879109	0.00911253	0.00922797	0.0101973	0.00912386	0.00809568	0.00790174	0.00644313	0.00792646	0.00969563	0.00112003	0.00790981	0.00951271	0.00635088	0.00796853	0.00155134	0.00731144	0.00628475	0.00728456	0.00881887	0.00958285	0.00747679	0.00642811	0.00785716	0.0086556	0.00510338	0.0090221	0.00835206	0.00662775	0.00861458	0.00827147	0.00893265	0.00757569	0.00805828	0.00232694
Pentose_phosphate_pathway	7.6631E-4	0.00120527	5.68672E-4	0.00102177	0.0	7.33825E-4	0.00655632	6.68192E-4	0.0	0.0	0.0	6.60882E-4	5.01062E-4	0.0013505	4.57623E-4	4.66046E-4	0.019946	0.0186165	0.0170377	0.0182582	0.0153119	0.0161156	0.0190942	0.0150512	0.0200973	0.0180618	0.0182765	0.0190973	0.0193358	0.0175984	0.0182462	0.015725	0.0185768	0.016637	0.0211915	0.0168956	0.0198846	0.0170658	0.0206994	0.0192261	0.0163398	0.0	0.0197764	0.0180849	0.0167144	0.0180065	0.00966159	0.0175166	0.0174845	0.0200327	0.0200193	0.0174786	0.0182709	0.0192845	0.0211001	0.00992421	0.0183599	0.0179379	0.0185247	0.0193728	0.0174048	0.0197815	0.0181923	0.0178903	0.0194375	0.0198583	0.0188107	0.0182304	0.0186683	0.0193566	0.0173018	0.0169618	0.0161552	0.017327	0.0188476	0.017529	0.0179344	0.0201446	0.0181699	0.0157328	0.016489	0.0194959	0.0199034	0.01853	0.018706	0.0160227	0.0202744	0.0165431	0.0183365	0.0195683	0.0166489	0.0127773	0.0192835	0.0172005	0.016828	0.0161425	0.0163519	0.0185429	0.0165008	0.0176067	0.0168393	0.00432224	0.0130814	0.0216029	0.0161603	0.0178894	0.0180334	0.0176077	0.0178325	0.0172484	0.0173372	0.0163511	0.0202484	0.019744	0.0166363	0.0165692	0.0167929	0.0163808	0.00480373	0.0145624	0.0190836	0.0105411	0.0161028	0.00550328	0.014765	0.0116211	0.0130501	0.018782	0.0202744	0.0160557	0.017202	0.0153328	0.014736	0.00767404	0.0126203	0.0159475	0.0141861	0.0156495	0.0185143	0.0171435	0.0162767	0.0173109	0.00613678
Styrene_degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3E-5	0.0	0.00121712	7.26026E-4	3.3E-7	0.0	3.48374E-4	7.71111E-4	0.00120958	6.87561E-4	8.90622E-4	0.0	0.0	0.0	4.57392E-4	1.98E-6	0.0	6.82976E-4	2.23E-7	6.66864E-4	9.25E-5	6.40564E-4	9.58247E-4	0.0	5.1378E-4	0.00109817	3.74525E-4	0.0	0.0	8.24714E-4	0.0	7.03199E-4	1.83E-6	4.06717E-4	0.00106074	0.0	7.03704E-4	4.99488E-4	0.00111672	5.28285E-4	4.43059E-4	0.0	6.20893E-4	9.76292E-4	0.0	7.36442E-4	4.82243E-4	9.96429E-4	0.0	9.04471E-4	0.0	8.00859E-4	7.45742E-4	6.67538E-4	8.99396E-4	8.26046E-4	7.62608E-4	6.73807E-4	0.0	4.60893E-4	1.53E-6	0.0	0.00163603	9.57134E-4	0.0011178	0.0	0.00110123	7.00704E-4	8.42612E-4	0.00135045	0.00119493	5.4437E-4	9.3805E-4	0.0	3.04114E-4	9.06306E-4	0.00143754	8.57E-6	5.99486E-4	0.00153899	7.70222E-4	6.44486E-4	5.80612E-4	0.00116459	0.00145119	0.0	6.07472E-4	0.0	5.32E-7	7.48101E-4	6.68629E-4	0.00170111	8.06507E-4	0.0	5.50603E-4	0.0	0.0	5.37059E-4	0.0	0.0	0.00209997	0.0	1.27711E-4	4.24E-5	0.0	0.0	7.3E-6	0.0	7.77996E-4	0.0	1.85173E-4	1.46E-5	7.57E-5	0.0011613	0.00106966	0.00109265	0.00201195	0.0	4.75158E-4	0.0	8.63E-6	7.99411E-4	7.77E-6	3.67E-7	0.00102537	0.0011346	0.0	0.0	1.31E-5
Aminobenzoate_degradation	2.79E-6	4.41E-6	1.11E-6	6.58E-6	0.00128474	0.0	6.44E-5	0.0	0.0	0.0	1.8E-6	8.19E-7	3.1E-6	2.06E-5	0.0	0.0	0.00198779	0.00205727	0.00181603	0.00193427	0.00151051	0.00191062	0.00165212	0.00249756	0.00166056	0.00163007	0.00118312	0.00233098	0.00180974	0.00190207	0.00175592	0.00171687	0.00176699	0.00190893	0.00137539	0.00244474	0.00234456	0.00210564	0.00198825	0.0040628	0.00193283	0.0	0.00230225	0.00131516	0.00173932	0.00193778	0.00101841	0.0020048	0.00177928	0.00225397	0.00168087	0.00197374	0.00188073	0.00224629	0.00160216	2.11465E-4	0.00224192	0.00172787	0.00150431	0.00199266	0.0022158	0.0022906	0.00170748	0.00165983	0.00205235	0.00159524	0.00211335	0.00208919	0.00175261	0.00191037	0.0018589	0.00187742	0.00139091	0.00171089	0.00219568	0.00144845	0.00178924	0.00177751	0.00213967	0.00207981	0.00252247	0.00209512	0.00188958	0.00248817	0.00185886	0.0017756	0.00194271	0.00140498	0.00207055	0.0019901	0.00222237	2.33252E-4	0.00203591	0.00232852	0.0024419	0.00199294	0.00216763	0.00250902	0.00239387	0.00254395	0.00195903	7.25E-5	4.01004E-4	0.00152196	0.00221567	0.00346964	0.00224584	0.00229095	0.00250879	0.00175978	0.00222197	0.00205853	0.00204176	0.00183595	0.00287476	0.00127201	0.00183073	0.00168147	2.30373E-4	0.00144956	0.00209202	6.07E-5	0.00181823	2.64908E-4	0.0019073	3.19052E-4	0.00113501	0.00210933	0.00263267	0.00242919	0.00253343	0.00150778	0.00164154	2.09217E-4	0.00262254	0.00197268	0.00280748	0.00186389	0.00236477	0.00218294	3.54681E-4	0.00248809	2.9333E-4
Fatty_acid_biosynthesis	0.0	9.43415E-4	1.42986E-4	1.55167E-4	0.0	0.0	0.00588729	6.63E-5	0.00162037	5.75312E-4	2.12163E-4	5.66E-5	4.37697E-4	2.8627E-4	7.37676E-4	0.0	0.0138027	0.0139972	0.0159913	0.0153007	0.0142597	0.0159183	0.0157402	0.0166157	0.0161844	0.0152828	0.0135392	0.0169307	0.0152086	0.0155522	0.0138119	0.0138121	0.0154505	0.0160217	0.0207059	0.0158721	0.0146137	0.0160628	0.0116013	0.0147601	0.0160241	0.0	0.0154841	0.0140642	0.0180885	0.0161319	0.0101114	0.0158937	0.015881	0.0176201	0.0162003	0.0146561	0.0152112	0.0163248	0.0132168	0.0088406	0.0151443	0.0174648	0.0164643	0.0138534	0.0155196	0.014945	0.013843	0.015933	0.014633	0.0158565	0.0167854	0.0172363	0.0143356	0.0136794	0.0155738	0.0161434	0.0161031	0.0161764	0.0166109	0.0149401	0.0126771	0.0126877	0.0140538	0.016836	0.012783	0.0124223	0.016249	0.0152283	0.0155006	0.0152125	0.0169017	0.0163535	0.0154257	0.0130007	0.0115464	0.0119759	0.0119114	0.0162838	0.0144103	0.0163813	0.014295	0.0147001	0.0173772	0.0152566	0.0141032	0.00372558	0.0112434	0.0202239	0.0157155	0.0132831	0.0184014	0.01372	0.0185388	0.018431	0.020049	0.0143176	0.0166649	0.0156146	0.0112233	0.0106076	0.0124894	0.0160056	0.00383286	0.0135876	0.0136379	0.00955319	0.013566	0.00417437	0.0131954	0.00809185	0.0111737	0.0143533	0.0147495	0.0107114	0.0146772	0.0126153	0.0125701	0.00513162	0.0133811	0.0137253	0.0106288	0.0133627	0.0154323	0.0174435	0.0143604	0.0147635	0.00610352
Carbon_fixation_in_photosynthetic_organisms	0.0	2.09181E-4	0.0	0.0	0.0	0.0	1.79E-5	7.9E-7	0.0	2.15878E-4	0.0	1.95E-7	0.0	1.30527E-4	0.0	2.13E-7	1.78E-5	3.85E-5	9.04E-5	4.21E-6	2.9E-5	1.19576E-4	6.76E-6	2.94E-5	1.03272E-4	2.16E-5	3.68E-5	2.64141E-4	1.17129E-4	2.65E-5	3.37746E-4	2.93E-5	5.39E-5	1.09E-5	0.0	6.1E-5	2.42E-5	2.88E-7	6.14E-5	3.23595E-4	4.15E-8	0.0	1.10546E-4	1.37676E-4	6.65E-5	2.87E-5	1.76E-5	4.59E-6	4.58E-5	2.91E-5	1.44E-5	5.63E-5	1.18601E-4	7.88E-5	8.51E-5	4.71E-5	1.31E-5	4.92E-5	2.53E-5	3.12E-5	1.75E-5	1.79235E-4	1.01781E-4	1.03662E-4	8.17E-5	8.46E-5	3.55E-5	2.48E-5	3.0E-5	1.33943E-4	5.87E-5	4.89E-5	3.96E-5	8.35E-5	4.71E-6	1.39319E-4	1.54E-5	7.86E-5	1.4432E-4	1.38E-5	4.2E-5	5.89E-5	1.17938E-4	3.27764E-4	3.79E-5	5.15E-5	4.08E-5	6.05E-5	1.57E-5	6.19E-5	3.7E-5	4.72E-5	2.91E-5	3.10005E-4	5.16E-5	3.53E-5	2.04E-5	5.04E-5	3.83E-5	7.36E-5	5.52E-5	8.34E-5	1.60946E-4	3.21701E-4	7.09E-5	2.44595E-4	4.99E-5	4.4E-5	2.65E-5	2.42E-5	1.46066E-4	2.55E-5	1.31085E-4	1.25884E-4	2.02465E-4	1.60506E-4	1.47E-5	1.32E-5	0.0	1.20192E-4	1.77E-5	1.85E-5	4.16E-5	0.0	2.63295E-4	2.91E-6	2.08E-5	8.19E-5	1.4139E-4	2.18777E-4	4.71E-5	1.11441E-4	8.78E-5	8.43E-5	6.94E-7	1.25348E-4	2.35453E-4	2.58E-5	6.5E-5	5.15E-5	1.73643E-4	2.70458E-4	0.0
Tyrosine_metabolism	2.63574E-4	5.90016E-4	5.95738E-4	0.0	3.49376E-4	5.75665E-4	0.00265616	0.0	0.0	3.32792E-4	2.99806E-4	2.47308E-4	3.30195E-4	4.84336E-4	1.41085E-4	3.6419E-4	0.00500817	0.00557683	0.00513846	0.0054978	0.00479499	0.0057425	0.00575064	0.00565833	0.00590714	0.00507048	0.00540438	0.0062071	0.00534993	0.00544949	0.00641642	0.00582147	0.0055132	0.00552948	0.00370842	0.00566902	0.00618204	0.00547747	0.00625747	0.00731391	0.00493601	0.0	0.00651051	0.00537203	0.00585951	0.00658056	0.00367261	0.00559552	0.00580385	0.00619224	0.00604328	0.00620018	0.00577034	0.00560079	0.00567102	0.0030133	0.00583794	0.00564134	0.00492531	0.00484418	0.00593777	0.00639708	0.00567706	0.00549643	0.00562538	0.00567685	0.00573906	0.00551575	0.00557768	0.0059078	0.00461376	0.0057806	0.0050735	0.00496062	0.00541628	0.00516295	0.00554539	0.0059097	0.00662101	0.00615881	0.0063729	0.00591041	0.0060389	0.00585107	0.00558486	0.00522826	0.00598451	0.00605286	0.00527284	0.00616271	0.00629744	0.00358089	0.00574578	0.00560095	0.0054259	0.00603371	0.00539561	0.00532354	0.0057202	0.00566374	0.00522554	0.0010311	0.00444543	0.00586498	0.00544167	0.0074756	0.00637679	0.00539243	0.00618775	0.00530074	0.00585503	0.00581605	0.00579756	0.00578354	0.00641458	0.0051988	0.00620289	0.00528314	0.00242929	0.00491188	0.0055769	0.00270497	0.00560158	0.00296764	0.00541503	0.0041034	0.00359633	0.00643446	0.00640573	0.0057032	0.00559048	0.00441959	0.00570342	0.00268325	0.00766609	0.00581553	0.00557025	0.0055987	0.00612202	0.0062273	0.00664944	0.00661043	0.0033766
Ether_lipid_metabolism	1.51218E-4	4.58262E-4	7.54774E-4	0.0	0.0	7.23987E-4	8.2965E-4	7.9E-5	3.11273E-4	0.0	4.44788E-4	2.33671E-4	1.83512E-4	2.47365E-4	0.0	7.24735E-4	4.37854E-4	5.26363E-4	4.68115E-4	1.50698E-4	2.28576E-4	1.2385E-4	6.14E-5	3.12229E-4	4.40492E-4	3.83087E-4	0.0	5.3326E-4	0.0	4.13144E-4	0.0	0.0	4.98E-5	1.17006E-4	0.0	1.16909E-4	2.84466E-4	0.0	8.04497E-4	1.07002E-4	2.84867E-4	0.0	9.70025E-4	1.05281E-4	1.41052E-4	2.30088E-4	0.00158689	3.89613E-4	2.55951E-4	1.90297E-4	6.10194E-4	8.47286E-4	5.06E-5	1.26219E-4	3.8616E-4	4.29438E-4	3.28672E-4	2.59089E-4	3.90949E-4	1.88805E-4	1.50653E-4	5.75127E-4	3.97198E-4	5.20673E-4	8.6E-5	5.82222E-4	5.13414E-4	1.13874E-4	3.21735E-4	7.58146E-4	7.14131E-4	1.69277E-4	6.78065E-4	1.25799E-4	2.25468E-4	2.84758E-4	7.14212E-4	0.0	1.50281E-4	5.32E-5	7.86866E-4	8.45489E-4	6.29E-5	5.23852E-4	3.95093E-4	1.9311E-4	3.58588E-4	0.0	8.57E-5	9.32241E-4	0.00134109	1.95976E-4	8.75067E-4	3.11546E-4	2.93885E-4	1.48634E-4	5.03094E-4	2.69169E-4	3.17505E-4	1.23424E-4	9.28204E-4	1.28918E-4	0.00147644	7.22066E-4	2.20857E-4	2.4522E-4	1.29262E-4	9.83712E-4	5.2976E-4	8.42E-5	3.23265E-4	2.40154E-4	1.82934E-4	2.62115E-4	6.70995E-4	3.29554E-4	5.09277E-4	2.66E-5	2.75797E-4	3.18749E-4	2.3889E-4	0.00164256	2.70709E-4	5.88681E-4	4.96149E-4	4.66789E-4	8.21E-5	2.30039E-4	3.59851E-4	5.72574E-4	4.09E-5	1.95593E-4	5.08524E-4	0.0	7.11E-5	3.10381E-4	3.72415E-4	2.31549E-4	2.34E-4	1.48155E-4	6.07641E-4	3.70434E-4	9.0756E-4
Linoleic_acid_metabolism	0.0	0.0	4.73177E-4	0.0	0.0	0.0	0.0	3.49719E-4	0.0	4.95177E-4	3.9346E-4	9.62012E-4	0.0	0.0	0.00123141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92E-5	0.0	0.0	0.0	3.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.95838E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00258903	0.0	0.0	6.92E-5	6.2E-5	1.89376E-4	0.0	4.09E-5	0.0	6.64234E-4	0.0	3.79803E-4	0.0	0.0	0.0	2.16814E-4	0.0	0.00217722
Tetracycline_biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87E-6	0.0	1.4E-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.12E-7	0.0	8.13E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07E-7	0.0	3.92E-7	0.0	0.0	0.0	1.21E-6	0.0	0.0	0.0	2.91E-7	0.0	0.0	0.0	1.2E-7	8.43E-7	0.0	0.0	0.0	0.0	1.84E-7	0.0	3.72E-7	9.54E-7	0.0	1.12E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6E-7	0.0	0.0	0.0	0.0	0.0	0.0	4.97E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92E-7	0.0	0.0	1.14E-7	0.0	0.0	1.34E-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carotenoid_biosynthesis	4.55E-6	0.0	0.0	0.0	0.0	0.0	1.76686E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.02E-7	3.91E-6	5.16E-6	9.64E-5	1.48241E-4	4.78E-5	8.43E-6	3.44E-5	1.29236E-4	2.1E-5	1.67E-5	2.13455E-4	1.42361E-4	6.22E-5	1.84E-5	1.68787E-4	8.16E-5	1.05E-5	2.4E-5	9.34E-5	1.90832E-4	6.92E-5	8.53E-5	5.51E-5	1.14568E-4	6.44E-5	5.77E-5	0.0	2.15952E-4	1.56946E-4	1.40194E-4	4.58E-5	0.00157031	5.25E-5	2.31728E-4	8.76E-5	2.04635E-4	1.77859E-4	4.6E-5	5.68E-5	8.5E-5	2.41E-5	6.5E-5	8.11E-5	8.12E-5	6.82E-5	7.8E-5	1.14155E-4	3.6E-5	4.26E-5	8.33E-5	5.55E-5	5.82E-5	6.75E-5	8.38E-5	1.89E-5	2.73937E-4	7.24E-5	1.73E-5	2.98E-5	1.02E-5	1.19722E-4	2.19515E-4	7.37E-5	8.66E-5	8.45E-5	5.65458E-4	3.39911E-4	4.51E-5	5.9E-5	1.74304E-4	8.44E-5	1.67109E-4	9.08E-5	7.72E-5	2.72437E-4	5.79862E-4	3.5E-5	5.10373E-4	1.02554E-4	8.57E-5	7.72E-5	1.41272E-4	1.38598E-4	1.6551E-4	7.26E-6	3.79766E-4	9.96E-6	2.04393E-4	1.35226E-4	4.08E-5	2.14693E-4	8.21E-5	3.91E-5	1.86127E-4	1.89E-5	6.58132E-4	6.96E-5	3.84E-5	4.28E-5	2.89376E-4	1.05E-5	4.96E-6	3.67E-5	0.0	1.82585E-4	1.82758E-4	7.12E-6	1.93116E-4	5.01E-5	1.70161E-4	2.19E-5	1.89E-5	2.11377E-4	2.97677E-4	4.18114E-4	4.73E-5	5.83E-5	3.00169E-4	0.0	1.19534E-4	9.65E-5	3.08E-5	2.36813E-4	1.17311E-4	1.59534E-4	1.47507E-4	3.71388E-4	1.19575E-4
Streptomycin_biosynthesis	9.05E-5	0.0	2.7098E-4	0.0	0.0	0.0	0.00575218	0.0	0.0	6.03642E-4	0.0	0.0	0.0	0.00141377	0.0	0.0	0.021519	0.0202023	0.0199142	0.0226238	0.0211846	0.0198287	0.0166579	0.0187371	0.0186	0.0205339	0.0249229	0.0210798	0.0188339	0.0166737	0.0160926	0.0394133	0.0181261	0.0221231	0.0183243	0.0188641	0.0180943	0.0201362	0.0165424	0.0157371	0.0171667	0.0	0.0146652	0.0188093	0.0175095	0.0166051	0.0194655	0.0194926	0.0167944	0.0187025	0.0183776	0.0178421	0.0192186	0.0195415	0.0289697	0.00819212	0.0200356	0.0177798	0.0192098	0.0179727	0.0186755	0.0196307	0.0199378	0.0178476	0.0198017	0.0181069	0.018204	0.0177824	0.0180994	0.0195147	0.0186931	0.0185633	0.0225716	0.0204911	0.0174099	0.0196165	0.0197333	0.0146813	0.0202908	0.0216691	0.0181327	0.0168055	0.0174947	0.0143313	0.0188496	0.017252	0.0184671	0.0165194	0.0175461	0.0163152	0.0161	0.0136931	0.0179024	0.0170469	0.0235973	0.0177713	0.0188971	0.0191774	0.0184438	0.0193714	0.0211448	0.00164733	0.0187722	0.0170566	0.021973	0.0162621	0.0164788	0.0208805	0.0227476	0.0158855	0.0204793	0.0205297	0.0200769	0.0186551	0.0178944	0.0161809	0.0138842	0.0179324	0.00645102	0.0154034	0.0198706	0.00445378	0.0316434	0.00235725	0.0168038	0.00907098	0.0132414	0.0175134	0.0199305	0.0166938	0.0198085	0.0191252	0.0182762	0.0104556	0.0134811	0.0167421	0.0156075	0.0164074	0.0184078	0.0189636	0.00726551	0.0181256	0.00295461
Nitrotoluene_degradation	0.0	0.0	0.0	0.0	0.0	0.0	3.84809E-4	0.0	0.0	0.0	0.0	0.0	3.62E-5	7.84E-6	0.0	0.0	0.00239919	0.00358097	0.0024932	0.00358657	0.00232423	0.0027716	0.0020964	0.00208463	0.0032163	0.00314848	0.00124364	0.00344743	0.0017324	0.00145471	0.00502817	0.002062	0.00181018	0.00325732	0.00289649	0.00353727	0.0044249	0.00170092	0.00258697	0.0032919	0.00150454	0.0	0.00286578	0.002769	0.00386393	0.00275196	0.00627319	0.00246117	0.00497748	0.00239444	0.00183522	0.00290222	0.00297627	0.00315795	0.00246451	3.58761E-4	0.00321558	0.00290183	0.00210812	0.00283245	0.00271568	0.0029946	0.00225637	0.00356248	0.00256993	0.00365532	0.0026559	0.00344945	0.00324175	0.00349671	0.0031693	0.00217424	9.84661E-4	0.00282689	0.00181168	0.00225781	0.00250016	0.00334968	0.00205105	0.00227485	0.0045318	0.00373044	0.00219607	0.00414707	0.00257033	0.00271047	0.00260975	0.0022253	0.0014556	0.00513809	0.0037029	9.34288E-4	0.00295872	0.00440577	0.00280299	0.00272336	0.00262372	0.00270418	0.00358887	0.00163316	0.00316349	3.17E-5	0.00188659	0.0055342	0.00307557	0.00444228	0.00295031	0.00345635	0.0021437	0.00100471	0.00331993	0.00254539	0.00268952	0.00282028	0.00424762	0.00204314	0.0048508	8.13587E-4	0.0	0.00249676	0.0039569	0.0	0.00235018	5.88614E-4	0.00110112	6.5656E-4	0.00103581	0.00295349	0.003731	0.00311693	0.00328311	0.00224881	0.00304443	2.81E-5	0.00335263	0.0026318	0.00446689	0.00241968	0.00331221	0.00305228	0.00193623	0.0041949	9.91239E-4
Taurine_and_hypotaurine_metabolism	0.0	0.0	0.0	1.72E-6	0.0	0.0	0.00342931	0.0	0.0	7.16E-5	0.0	9.28546E-4	7.34848E-4	0.0	0.0	2.2507E-4	0.00820281	0.00956202	0.0108685	0.00879272	0.0106991	0.00989783	0.00986031	0.00930161	0.00806942	0.00921783	0.00793843	0.00795931	0.00910486	0.0098383	0.0	0.0115123	0.0120164	0.00867509	0.00886385	0.00734112	0.00797874	0.00903823	0.00773816	0.0064747	0.00923751	0.0	0.00804164	0.00990466	0.010177	0.00765377	0.00674119	0.00833463	0.0105017	0.00996725	0.00851899	0.00739606	0.00840874	0.0116428	0.00786101	0.00551771	0.00839866	0.00825232	0.00959855	0.00900451	0.00901399	0.00851262	0.00955631	0.00776067	0.0103835	0.0099482	0.00845111	0.0100477	0.00966346	0.0097453	0.0094724	0.00857991	0.0105496	0.0101685	0.0111399	0.00982209	0.0105127	0.0103986	0.00784625	0.00954392	0.00698006	0.00765499	0.00827325	0.00853038	0.00896629	0.00784066	0.00818656	0.0079178	0.0102059	0.00778999	0.00781638	0.0	0.00741338	0.00933669	0.00904465	0.00907106	0.0111661	0.0087039	0.00934504	0.00879128	0.00936901	0.0	0.006255	0.00849317	0.00894631	0.0092746	0.00739039	0.00851044	0.0074391	0.0109201	0.00932913	0.0104633	0.00912393	0.00911968	0.00716252	0.0085218	0.00679409	0.00880356	0.0	0.00732782	0.00774603	0.0	0.00920783	0.0	0.00618384	0.00631952	0.00722004	0.00803729	0.00879457	0.00709985	0.00929422	0.00663608	0.00735471	0.0	0.00805753	0.00817927	0.00786113	0.00762506	0.00889776	0.00731433	0.00972823	0.00815452	0.00234912
