Taxa	stoolMeans	stoolSD	swabMeans	swabSD	tissueMeans	tissueSD	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)	rsquared marginal	rsquared conditional
Ruminococcus_sp._SR1.5	2.25534881660764	0.544	2.28701512707309	0.747	0.413044535705146	0.62	<2e-16	0.966	1.08e-14	2.94e-14	0.161	0.112	NA	1	1.47733333333333e-13	4.41815e-13	0.921448979591837	0.145811320754717	0.52	0.585
Megamonas_hypermegale	0.162261398192784	0.418	0.322394944717388	0.559	0	0	0.0337	0.192	0.341	0.0463	0.809	9.58e-12	0.0373165853658537	0.597573033707865	0.388254098360656	0.0772596385542169	0.972797619047619	3.77725714285714e-10	0.028	0.515
Rhodobacter_sphaeroides	0.117597282243924	0.207	0.238066499153832	0.28	0	0	2.23e-08	0.0251	0.105	0.00147	0.681	2.5e-07	1.03308163265306e-07	0.141891836734694	0.142573529411765	0.00398019417475728	0.968115	1.5e-06	0.178	0.518
Clostridium_sp._BNL1100	0.100355869756437	0.175	0.137050166404155	0.213	0.0501713787930516	0.201	0.181	0.619	0.568	0.288	0.0139	0.0119	0.189341013824885	1	0.621881422924901	0.342386266094421	0.752788235294118	0.0199054545454545	0.055	0.221
Moorella_thermoacetica	0.158942139234496	0.23	0.173415176939303	0.325	0	0	0.000345	0.957	0.0404	0.0588	0.877	0.00511	0.000621547619047619	1	0.0699425	0.0925431818181818	0.972797619047619	0.00927868421052632	0.103	0.291
Ruminiclostridium_thermocellum	0.181658513886818	0.223	0.204355909208867	0.35	0	0	0.00396	0.9	0.0169	0.0218	0.627	0.188	0.00557181818181818	1	0.0368623076923077	0.0416455172413793	0.968115	0.23372972972973	0.077	0.163
Fibrella_aestuarina	0.338762178458121	0.346	0.303277336216992	0.462	0	0	6.13e-07	0.887	0.00156	0.0197	0.849	0.000291	2.10834848484848e-06	1	0.0050246511627907	0.0387014184397163	0.972797619047619	0.000717107142857143	0.178	0.406
Geobacillus_sp._GHH01	0.386744322784304	0.422	1.42100004477053	0.599	0.655292721208031	0.449	<2e-16	2.39e-14	0.0794	1.17e-06	0.0333	0.804	NA	7.756e-13	0.113941237113402	5.68578947368421e-06	0.752788235294118	0.853476923076923	0.45	0.461
Anoxybacillus_flavithermus	0.610776331778268	0.512	1.63335140443655	0.625	0.717782129330831	0.509	2.05e-13	3.73e-14	0.738	6.23e-07	0.236	0.755	3.32392857142857e-12	7.94776923076923e-13	0.777285171102662	3.38374509803922e-06	0.927627906976744	0.817176470588235	0.37	0.387
Paenibacillus_polymyxa	0.155633540767311	0.233	0.112950800889767	0.232	0	0	0.00403	0.637	0.0258	0.233	0.285	0.22	0.00557181818181818	1	0.0506851063829787	0.286805309734513	0.927627906976744	0.271071428571429	0.085	0.17
Leadbetterella_byssophila	0.194677453942242	0.293	0.17288064065829	0.308	0.0501713787930516	0.201	0.00402	0.933	0.153	0.365	0.404	0.000276	0.00557181818181818	1	0.197120930232558	0.413804081632653	0.927627906976744	0.000692509090909091	0.076	0.322
Syntrophobotulus_glycolicus	0.159572615254792	0.24	0.154163516655883	0.252	0	0	0.00334	0.993	0.0294	0.0854	0.845	0.0917	0.00476842767295597	1	0.0561641379310345	0.123207291666667	0.972797619047619	0.122860194174757	0.079	0.194
Rhodospirillum_rubrum	0.123484199519035	0.223	0.0961779471100638	0.189	0	0	0.0206	0.809	0.0694	0.297	0.933	0.221	0.0236171717171717	1	0.105438709677419	0.35008085106383	0.99740671641791	0.271093333333333	0.055	0.141
Geobacillus_kaustophilus	0.302398407249878	0.382	1.24148862389101	0.532	0.332443329746644	0.462	<2e-16	2.6e-14	0.962	5.85e-10	0.156	1	NA	7.756e-13	0.976095238095238	4.62985714285714e-09	0.921448979591837	1	0.442	0.442
Serratia_marcescens	0.247111465344759	0.304	0.21596651232808	0.295	0	0	0.00398	0.867	0.00471	0.0452	0.379	0.408	0.00557181818181818	1	0.0130272277227723	0.0758812121212121	0.927627906976744	0.475139240506329	0.082	0.138
Shigella_flexneri	0.155097471186497	0.334	0.471803161788527	0.591	0.325938382966128	0.351	0.0017	0.000798	0.249	0.47	0.0665	0.00134	0.002695625	0.00650135294117647	0.29475641025641	0.51255905511811	0.800891304347826	0.00276	0.096	0.328
Streptococcus_oligofermentans	0.137344079092651	0.243	0.227956535008596	0.341	0	0	0.0166	0.22	0.113	0.0131	0.68	0.79	0.0194237113402062	0.654191489361702	0.151946601941748	0.0270798507462687	0.968115	0.845116279069767	0.057	0.079
Pseudomonas_stutzeri	0.239873962457029	0.279	0.265584082835943	0.329	0	0	6.49e-08	0.901	0.00436	0.00709	0.699	0.000324	2.497e-07	1	0.0126092708333333	0.016230826446281	0.968115	0.000784421052631579	0.199	0.444
Streptococcus_dysgalactiae	0.147784652741944	0.25	0.621945925129968	0.634	0	0	9.95e-11	8.85e-09	0.262	2.24e-07	0.78	0.0112	9.0346e-10	1.36191666666667e-07	0.308556962025316	1.26628571428571e-06	0.972797619047619	0.0189644171779141	0.274	0.395
Lactobacillus_rhamnosus	0.159775152307421	0.308	0.101097212430902	0.21	0	0	0.0233	0.579	0.0815	0.47	0.374	0.012	0.026578391959799	1	0.115771794871795	0.51255905511811	0.927627906976744	0.0199518072289157	0.052	0.34
Peptoclostridium_difficile	1.66758808479733	0.432	1.66345854372253	0.539	0.109138279236139	0.247	<2e-16	0.999	1.89e-15	1.32e-14	0.262	0.000256	NA	1	4.02715384615385e-14	3.878e-13	0.927627906976744	0.000654222222222222	0.629	0.756
Alistipes_finegoldii	2.68227308345052	0.695	2.20718410126288	0.751	0.512502997078518	0.533	<2e-16	0.0048	8.55e-15	4.04e-12	0.955	6.31e-10	NA	0.0316571428571429	1.31575e-13	4.14474074074074e-11	0.99740671641791	9.67533333333333e-09	0.577	0.818
Thermanaerovibrio_acidaminovorans	0.131884085734068	0.225	0.165524925424506	0.283	0	0	4.62e-05	0.766	0.0798	0.0533	0.155	3.53e-05	9.89377358490566e-05	1	0.113941237113402	0.0853416184971098	0.921448979591837	0.000118814634146341	0.126	0.404
Streptococcus_pseudopneumoniae	0.146647279586759	0.234	0.472078996738804	0.73	0	0	7.63e-05	0.000259	0.32	0.000298	0.534	1	0.00015464375	0.00224196875	0.366280991735537	0.000927483146067416	0.961852760736196	1	0.131	0.131
Clostridium_tetani	0.155085252258538	0.253	0.174337899089277	0.301	0	0	0.0139	0.931	0.0574	0.0689	0.207	0.1	0.0165198952879581	1	0.0903397727272727	0.103163783783784	0.927627906976744	0.131428571428571	0.066	0.18
Streptococcus_oralis	0.289433731465283	0.429	0.827049911167625	0.865	0.0280178735391477	0.112	1.82e-06	1.33e-05	0.159	9.75e-06	0.767	0.51	5.29666666666667e-06	0.000136448148148148	0.201109589041096	3.80387323943662e-05	0.972797619047619	0.569878542510121	0.175	0.21
Gordonibacter_pamelaeae	1.24827281830841	0.608	1.02248920548241	0.587	0.113636970421404	0.332	<2e-16	0.163	5.54e-11	4.27e-06	0.00773	3.46e-09	NA	0.55741975308642	3.93482051282051e-10	1.81967692307692e-05	0.713736666666667	4.152e-08	0.441	0.749
Thermomonospora_curvata	0.113972778005932	0.182	0.149822872636505	0.286	0	0	0.00586	0.675	0.0862	0.0446	0.487	0.017	0.00782482352941176	1	0.120732828282828	0.075330487804878	0.961852760736196	0.027121387283237	0.069	0.216
Eggerthella_sp._YY7918	0.732322888120279	0.523	0.481771961742092	0.553	0.117765373468783	0.256	1.63e-10	0.059	4.53e-05	0.0616	0.653	1.44e-07	1.37040740740741e-09	0.267617741935484	0.000187285074626866	0.0958606741573034	0.968115	1.04030769230769e-06	0.247	0.592
Ruminococcus_champanellensis	1.16517987306087	0.55	1.0634435922592	0.689	0.0501713787930516	0.201	<2e-16	0.67	2.99e-11	1.24e-07	0.836	2.06e-10	NA	1	2.23845945945946e-10	7.46695652173913e-07	0.972797619047619	4.37353846153846e-09	0.4	0.743
Eubacterium_limosum	1.13919327731585	0.511	1.19131388407785	0.482	0.0769805627656952	0.308	<2e-16	0.872	9.25e-13	6.81e-11	0.344	0.000134	NA	1	7.11736111111111e-12	5.89490625e-10	0.927627906976744	0.000381278350515464	0.398	0.615
Selenomonas_sputigena	0.483074090520808	0.34	0.478271840317741	0.469	0	0	<2e-16	0.998	3.34e-06	8.17e-05	0.28	1.05e-10	NA	1	1.68214545454545e-05	0.000269415476190476	0.927627906976744	2.415e-09	0.384	0.732
Chromobacterium_violaceum	0.119404922158451	0.196	0.183188375462973	0.258	0.183312868833332	0.336	0.897	0.386	0.546	1	0.0408	0.00255	0.900969026548673	0.90781512605042	0.600166666666667	1	0.752788235294118	0.0048875	0.025	0.212
Escherichia_fergusonii	0.207468154411489	0.433	0.434841788636648	0.678	0.103415875821932	0.296	0.0029	0.0716	0.7	0.0732	0.195	2.22e-06	0.00416645569620253	0.314812698412698	0.742911877394636	0.108429946524064	0.927627906976744	9.32545454545454e-06	0.062	0.425
Methylocystis_sp._SC2	0.0633788171477075	0.148	0.185979132364713	0.365	0.340766676040553	0.423	0.000267	0.0553	0.000149	0.114	0.825	0.433	0.000500900826446281	0.258533333333333	0.000573236111111111	0.15789	0.972797619047619	0.500033472803347	0.116	0.152
Campylobacter_jejuni	0.886677964981734	0.535	1.02699226889598	0.742	0.127047089641798	0.356	5.21e-10	0.481	5.62e-06	3.74e-06	0.257	1.62e-06	3.81506451612903e-09	1	2.68403448275862e-05	1.61871875e-05	0.927627906976744	7.09714285714286e-06	0.223	0.515
Bacteroides_thetaiotaomicron	3.02216604410363	0.536	2.81405626257723	0.714	0.607549850384253	0.694	<2e-16	0.234	1.67e-15	6.55e-15	0.989	0.0532	NA	0.679649484536082	4.02715384615385e-14	3.878e-13	0.999	0.0752984615384615	0.634	0.696
Clostridium_perfringens	0.197375273436681	0.357	0.180501453864104	0.268	0.0867351011592335	0.24	0.261	0.969	0.431	0.638	0.336	0.00645	0.268085972850679	1	0.483348178137652	0.669416666666667	0.927627906976744	0.0114115384615385	0.019	0.339
Desulfovibrio_desulfuricans	0.508120686730061	0.451	0.604464941156152	0.547	0.0843882570475399	0.338	5.9e-14	0.595	0.00252	0.00133	0.627	2.27e-12	1.22167272727273e-12	1	0.00784314606741573	0.00364762376237624	0.968115	2.4196e-10	0.265	0.683
.Ruminococcus._obeum	2.27966451066604	0.457	2.24222704429409	0.67	0.36618950501632	0.631	<2e-16	0.94	1.67e-15	1.1e-14	0.145	0.0412	NA	1	4.02715384615385e-14	3.878e-13	0.921448979591837	0.0595350785340314	0.608	0.67
Bacteroides_xylanisolvens	3.11807366006956	0.572	2.61381625142784	0.721	0.663769504830018	0.607	<2e-16	0.000496	1.67e-15	2.81e-14	0.928	0.000709	NA	0.00416339393939394	4.02715384615385e-14	4.41815e-13	0.99740671641791	0.0015408188976378	0.623	0.74
Bibersteinia_trehalosi	0.182451284480876	0.274	0.13764828335936	0.303	0	0	0.00502	0.71	0.0313	0.226	0.276	0.00529	0.00682359281437126	1	0.0585817567567568	0.279473214285714	0.927627906976744	0.00948077922077922	0.075	0.302
Salmonella_enterica	0.358032902907814	0.518	0.623472283641184	0.654	0.114119474500866	0.317	5.65e-06	0.0547	0.208	0.00752	0.695	4.97e-09	1.50888235294118e-05	0.258533333333333	0.251598253275109	0.0170740983606557	0.968115	5.7155e-08	0.104	0.538
Erysipelothrix_rhusiopathiae	0.259945288708664	0.331	0.363657361635404	0.406	0.0501713787930516	0.201	1.25e-05	0.323	0.0572	0.00968	0.366	9.85e-06	2.98684210526316e-05	0.828435185185185	0.0903397727272727	0.0207857364341085	0.927627906976744	3.94e-05	0.123	0.456
Bacillus_subtilis	0.150707727673308	0.225	0.0784364939216988	0.207	0	0	0.001	0.244	0.0229	0.458	0.407	0.07	0.00162142857142857	0.682707070707071	0.0459659420289855	0.503436507936508	0.927627906976744	0.0961194029850746	0.101	0.253
Pseudomonas_fluorescens	0.174952559541439	0.266	0.196242971378931	0.268	0	0	5.6e-06	0.918	0.0293	0.0372	0.182	0.000171	1.50888235294118e-05	1	0.0561641379310345	0.0648075471698113	0.927627906976744	0.000462705882352941	0.152	0.421
Asticcacaulis_excentricus	0.117321954006887	0.218	0.0856237111414911	0.183	0	0	0.00824	0.739	0.0777	0.36	0.304	0.0625	0.0106884571428571	1	0.112685340314136	0.412066115702479	0.927627906976744	0.0866834170854271	0.073	0.213
Bacteroides_vulgatus	3.8257432047592	0.516	3.61653737295653	0.786	1.73514284031091	0.706	<2e-16	0.238	1.89e-15	3.06e-14	0.546	6.98e-07	NA	0.679649484536082	4.02715384615385e-14	4.41815e-13	0.961852760736196	3.6348679245283e-06	0.592	0.76
Planctomyces_brasiliensis	0.202996085224208	0.262	0.0926140144848683	0.187	0	0	4.94e-05	0.074	0.00452	0.418	0.275	0.0205	0.000103831481481481	0.32028125	0.0127759183673469	0.465004016064257	0.927627906976744	0.0321477272727273	0.144	0.299
Chlorobium_phaeovibrioides	0.197240887757977	0.25	0.155571412436637	0.284	0	0	1.69e-05	0.706	0.00907	0.109	0.869	0.00114	3.91459183673469e-05	1	0.0220385087719298	0.153263959390863	0.972797619047619	0.00238363636363636	0.141	0.383
Corynebacterium_callunae	0.206689425959793	0.265	0.11423864615168	0.218	0	0	1.06e-05	0.179	0.00534	0.292	0.518	0.000124	2.64417582417582e-05	0.582988372093023	0.0139545283018868	0.34565811965812	0.961852760736196	0.0003565	0.151	0.413
Verminephrobacter_eiseniae	0.0703801117734447	0.14	0.183680266264753	0.321	0.960153246842729	0.192	<2e-16	0.0197	1.67e-15	2.11e-15	0.802	1	NA	0.116104255319149	4.02715384615385e-14	1.94823333333333e-13	0.972797619047619	1	0.671	0.671
Bacteroides_helcogenes	2.33424846296249	0.618	1.99571278029742	0.757	0.618110394705505	0.466	<2e-16	0.037	2.98e-14	4.58e-10	0.884	1.34e-06	NA	0.193377358490566	2.735375e-13	3.73135294117647e-09	0.972797619047619	6.26847457627119e-06	0.51	0.711
Enterobacter_cloacae	0.383553814039135	0.494	0.588364081371661	0.784	0.0473600063346425	0.189	1.12e-05	0.181	0.0568	0.00474	0.0645	0.000164	2.73376344086022e-05	0.582988372093023	0.0903397727272727	0.0113187931034483	0.800891304347826	0.00045264	0.141	0.402
Klebsiella_oxytoca	0.323067752112368	0.565	0.423402740476946	0.5	0	0	6.43e-06	0.643	0.0599	0.0288	0.639	2.92e-10	1.67771264367816e-05	1	0.0937418079096045	0.0528317880794702	0.968115	5.33025e-09	0.079	0.655
Acidovorax_sp._KKS102	0.123280217550451	0.197	0.0876166500198144	0.203	0	0	0.0512	0.65	0.0425	0.3	0.449	1	0.0553447619047619	1	0.0731211180124224	0.350323529411765	0.944694029850746	1	0.045	0.045
Desulfovibrio_alaskensis	0.219508084604639	0.296	0.177432945391017	0.271	0	0	6.01e-05	0.756	0.0102	0.104	0.755	0.0233	0.000124024545454545	1	0.0243568965517241	0.146979591836735	0.972797619047619	0.0359262569832402	0.132	0.304
Streptococcus_mutans	0.147601434477614	0.213	0.104702085553353	0.224	0	0	0.0277	0.59	0.0222	0.234	0.767	1	0.0311282178217822	1	0.0448861313868613	0.286805309734513	0.972797619047619	1	0.05	0.05
.Clostridium._saccharolyticum	2.10926629996102	0.499	2.12590814901708	0.668	0.241894641738844	0.506	<2e-16	0.988	1.89e-15	1.5e-14	0.286	0.000272	NA	1	4.02715384615385e-14	3.878e-13	0.927627906976744	0.000688733944954128	0.611	0.742
Bacillus_thuringiensis	0.15383406198873	0.316	0.546591949346269	0.775	0.124661167721156	0.285	4.78e-05	0.000164	0.967	0.00765	0.292	0.00187	0.000101407476635514	0.00151426666666667	0.977054545454546	0.0172280487804878	0.927627906976744	0.00371309352517986	0.122	0.302
Mycobacterium_canettii	0.203781272193152	0.246	0.199178754782107	0.276	0.101899689826957	0.234	0.952	0.996	0.293	0.436	0.696	0.00129	0.952	1	0.339585774058577	0.481163346613546	0.968115	0.00267699248120301	0.001	0.27
Streptococcus_pyogenes	0.713160439851716	0.443	0.847682887686409	0.649	0.050066526876103	0.2	5.64e-10	0.382	2.07e-06	9.23e-07	0.391	0.00065	4.000875e-09	0.90781512605042	1.06183333333333e-05	4.73464814814815e-06	0.927627906976744	0.00144624	0.248	0.444
Prevotella_denticola	0.683343714257777	0.57	1.15413685827265	0.887	0.200925947272519	0.456	5.94e-12	0.00205	0.0152	1.27e-05	0.431	6.74e-10	7.09673684210526e-11	0.0145602564102564	0.0350866666666667	4.75391891891892e-05	0.927627906976744	9.79073684210526e-09	0.227	0.603
Streptomyces_coelicolor	0.108080289607003	0.18	0.081701196337015	0.185	0	0	0.0191	0.753	0.0538	0.285	0.851	0.213	0.0220086294416244	1	0.0871261627906977	0.340280172413793	0.972797619047619	0.26362331838565	0.057	0.143
Paracoccus_denitrificans	0.150482593045355	0.259	0.0936997350137509	0.199	0	0	0.000386	0.497	0.0487	0.412	0.786	0.00634	0.000689937007874016	1	0.0817569696969697	0.462040485829959	0.972797619047619	0.0112892903225806	0.11	0.298
Bifidobacterium_dentium	0.471224147350973	0.564	0.414717879533208	0.524	0	0	7.16e-07	0.871	0.00326	0.0347	0.741	1.54e-07	2.39017647058824e-06	1	0.0099232967032967	0.0616147435897436	0.972797619047619	1.0626e-06	0.156	0.537
Cronobacter_sakazakii	0.190735725877989	0.332	0.0712864001661354	0.168	0	0	8.92e-05	0.133	0.0404	0.711	0.617	0.000833	0.000177617543859649	0.504671232876712	0.0699425	0.737629213483146	0.968115	0.00179615625	0.115	0.473
Prevotella_melaninogenica	1.22587456758266	0.659	1.41961933619535	0.899	0.232678660545289	0.501	1.38e-11	0.4	1.5e-06	7.71e-07	0.341	3.72e-07	1.49171428571429e-10	0.923333333333333	7.83962264150943e-06	4.02956603773585e-06	0.927627906976744	2.09534693877551e-06	0.25	0.562
Fretibacterium_fastidiosum	0.301256019453228	0.294	0.261436865960847	0.373	0.0501713787930516	0.201	4.7e-08	0.813	0.00724	0.0713	0.851	1.59e-06	1.93981818181818e-07	1	0.0180673873873874	0.106183333333333	0.972797619047619	7.09714285714286e-06	0.197	0.502
Propionibacterium_acnes	0.191791812118989	0.302	0.169743441959032	0.297	0.0366564076557087	0.147	0.00405	0.931	0.113	0.301	0.0427	0.0418	0.00557181818181818	1	0.151946601941748	0.350323529411765	0.752788235294118	0.0600875	0.098	0.231
