Taxa	stoolMeans	stoolSD	swabMeans	swabSD	tissueMeans	tissueSD	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Parabacteroides_distasonis	2.981	0.638	2.605	0.927	0.823	0.602	1.07667481260912e-20	0.0357429563900035	1.12132525487141e-14	7.988054662178e-13	0.96074036011272	5.82413519025719e-11	1.3556314686033e-19	0.190399979231365	1.4790814076161e-13	8.85076456569323e-12	0.995274663330216	1.46662313427386e-09
Phycisphaera_mikurensis	0.138	0.245	0.107	0.234	0	0	0.0853666481578613	0.806356983220753	0.0704420149471627	0.300700660870542	0.860078641075205	0.00333723704203916	0.0977130642137503	0.999980916292842	0.105395575692742	0.350528892062355	0.990828871224787	0.00616276440429899
Geobacter_sulfurreducens	0.133	0.204	0.16	0.268	0	0	0.0378953937646529	0.822474671753133	0.0491549834714226	0.0408883783675652	0.630611774204854	0.000884636513032335	0.0499858289181374	0.999980916292842	0.0820236772384581	0.0699140790605899	0.990828871224787	0.00188495626238428
Caldicellulosiruptor_kronotskyensis	0.559	0.341	0.651	0.449	0.905	0.425	0.0031015966061822	0.488669297288407	0.00230792337938879	0.0809993639441215	0.626299316697767	7.81170091445403e-05	0.00655833786192724	0.999980916292842	0.00726471336466698	0.118088546381693	0.990828871224787	0.000232671091753093
Capnocytophaga_ochracea	0.174	0.274	0.165	0.34	0	0	0.0637411961682096	0.986508025046392	0.0516737852886704	0.137390217758489	0.857362003211125	0.00017431903646888	0.0757781602514766	0.999980916292842	0.0852002293152482	0.186554364309321	0.990828871224787	0.000464292049056537
Ruminococcus_bromii	2.218	0.621	2.236	0.858	0.386	0.486	3.41820763927022e-18	0.991552928119924	2.85327317328665e-14	3.83026943495679e-14	0.663552623350589	3.81532850617576e-11	3.26497764164776e-17	0.999980916292842	2.73895489621978e-13	4.82265742492287e-13	0.990828871224787	1.05684599621068e-09
Paenibacillus_mucilaginosus	0.205	0.286	0.215	0.302	0	0	0.0190210690651245	0.983047897843658	0.0171552398722293	0.035402835583202	0.875143709053565	3.75286907305296e-05	0.029109591884196	0.999980916292842	0.0368372205008335	0.0620669965604238	0.990828871224787	0.000123680935132492
Ruminococcus_sp._SR1.5	2.255	0.544	2.287	0.747	0.413	0.62	1.77141293143787e-21	0.966475076576961	1.0769163338864e-14	2.94209101525666e-14	0.189077353432092	0.112245229847219	2.72600767782383e-20	0.999980916292842	1.4790814076161e-13	4.41308101173377e-13	0.990828871224787	0.145971496092393
Megamonas_hypermegale	0.162	0.418	0.322	0.559	0	0	0.0514024057614207	0.192167352488997	0.341170625588651	0.0463395510842195	0.883220715572615	9.57924588268873e-12	0.0641372360176285	0.598093894825307	0.388275127968589	0.0773256364477639	0.990828871224787	3.31681388688097e-10
Rhodobacter_sphaeroides	0.118	0.207	0.238	0.28	0	0	0.00163816216327642	0.0250817154098483	0.105392090853615	0.00146901392960974	0.770196386536696	2.49978450951277e-07	0.00370857246747664	0.141788472827101	0.143105927286526	0.00398698350561924	0.990828871224787	1.4732772534788e-06
Clostridium_sp._BNL1100	0.1	0.175	0.137	0.213	0.05	0.201	0.317689800026834	0.618780936664683	0.567771734569845	0.288013988389179	0.0246543287696964	0.0119352367874672	0.329588294409862	0.999980916292842	0.621631503857103	0.342402896067822	0.990828871224787	0.0199088394756143
Moorella_thermoacetica	0.159	0.23	0.173	0.325	0	0	0.0408325501776233	0.957318929551851	0.0404273033826904	0.0587605139285917	0.881682625407614	0.00510950309406389	0.0526075181358216	0.999980916292842	0.0699897689812828	0.0924810361262495	0.990828871224787	0.00925053828140979
Ruminiclostridium_thermocellum	0.182	0.223	0.204	0.35	0	0	0.0153323634950183	0.900042028048561	0.0169117686656565	0.0217852562009698	0.639725293140322	0.18771032400232	0.0251305602847341	0.999980916292842	0.0368372205008335	0.0416173515011631	0.990828871224787	0.234014786134231
Fibrella_aestuarina	0.339	0.346	0.303	0.462	0	0	0.00243760553296431	0.886830409793132	0.00156049733951502	0.0196691246513531	0.889725871429095	0.000290551724506775	0.00528887364469458	0.999980916292842	0.00502625305867048	0.0386407626129418	0.990828871224787	0.000712237413171474
Geobacillus_sp._GHH01	0.387	0.422	1.421	0.599	0.655	0.449	1.84994649991236e-18	2.38697950294409e-14	0.0793832254986382	1.16767586955113e-06	0.0339637594147979	0.803995743613895	2.04974072190289e-17	7.74420931422397e-13	0.113884989383774	5.67449501518708e-06	0.990828871224787	0.85328283900785
Anoxybacillus_flavithermus	0.611	0.512	1.633	0.625	0.718	0.509	1.59591108370731e-14	3.73034936274053e-14	0.738449166644612	6.22535922700784e-07	0.241055130568413	0.75457826005692	9.82371933748722e-14	7.94851364214712e-13	0.777758247758773	3.38122452133563e-06	0.990828871224787	0.816477257952214
Paenibacillus_polymyxa	0.156	0.233	0.113	0.232	0	0	0.0312413290047849	0.636817617680386	0.0257747408371931	0.23268651793947	0.30507103052657	0.219599119769333	0.0437063037087142	0.999980916292842	0.0506354837723581	0.286462957641036	0.990828871224787	0.270350916338246
Leadbetterella_byssophila	0.195	0.293	0.173	0.308	0.05	0.201	0.180133546327402	0.933400717209036	0.15345570467083	0.364770348911791	0.470147893281793	0.00027595768908244	0.194910126299571	0.999980916292842	0.197708047413116	0.413529833528716	0.990828871224787	0.000688651170052575
Syntrophobotulus_glycolicus	0.16	0.24	0.154	0.252	0	0	0.0367952436016227	0.993353066426203	0.0294069052518342	0.0853834299970448	0.857436492583114	0.0917326768196255	0.0492380796021714	0.999980916292842	0.0562492373809391	0.12318338598532	0.990828871224787	0.122753388787615
Rhodospirillum_rubrum	0.123	0.223	0.096	0.189	0	0	0.0842485714634387	0.808680331769326	0.0693529805572095	0.29657010616546	0.93269978351458	0.221130827279584	0.0972368928973855	0.999980916292842	0.105395575692742	0.349574125139712	0.995274663330216	0.271032031665685
Geobacillus_kaustophilus	0.302	0.382	1.241	0.532	0.332	0.462	2.17586337266816e-18	2.59792187762287e-14	0.962268243982101	5.84976622697297e-10	0.154487945846713	0.999853859014882	2.31813136241954e-17	7.74420931422397e-13	0.976367412392095	4.62967212820433e-09	0.990828871224787	0.999898642035521
Serratia_marcescens	0.247	0.304	0.216	0.295	0	0	0.0069884473466851	0.867150930703653	0.00470826645479638	0.0451882671412673	0.393426473962341	0.407547889756846	0.013059878812337	0.999980916292842	0.0130283246723868	0.0758615151401882	0.990828871224787	0.474330947322044
Shigella_flexneri	0.155	0.334	0.472	0.591	0.326	0.351	0.000858781576132371	0.000798232931948473	0.249116479361713	0.470412153693342	0.110877441422398	0.0013436216047402	0.00202407474364129	0.00650325065146256	0.294894293945275	0.51300852981518	0.990828871224787	0.00275691247787433
Streptococcus_oligofermentans	0.137	0.243	0.228	0.341	0	0	0.0180134319229735	0.220075527726137	0.11314765266956	0.0130635278284086	0.682502808057069	0.789827773470244	0.0281905121054445	0.653555321991543	0.152145144609069	0.0270044567796207	0.990828871224787	0.844719278962384
Pseudomonas_stutzeri	0.24	0.279	0.266	0.329	0	0	0.00403134838592837	0.900621685247285	0.00436401305235179	0.00709226361548998	0.730039234566829	0.00032398789649216	0.00827172965112711	0.999980916292842	0.0126074797031522	0.0162360084420721	0.990828871224787	0.000780388237637636
Streptococcus_dysgalactiae	0.148	0.25	0.622	0.634	0	0	1.26529480748144e-09	8.84757545005499e-09	0.261822234996287	2.23858380499209e-07	0.804999399140745	0.0111734112795129	5.94045189275186e-09	1.36154355536957e-07	0.308116433970664	1.26548513057716e-06	0.990828871224787	0.0188758731959168
Lactobacillus_rhamnosus	0.16	0.308	0.101	0.21	0	0	0.0829446259235704	0.578564451780575	0.0815434782651364	0.469542113636289	0.43823222949796	0.0120028021387278	0.096132474396774	0.999980916292842	0.115833556304835	0.51300852981518	0.990828871224787	0.0199088394756143
Peptoclostridium_difficile	1.668	0.432	1.663	0.539	0.109	0.247	1.19179572336443e-25	0.99893846411421	1.88737914186277e-15	1.32116539930394e-14	0.355706297258134	0.000255984371037434	3.00115832156316e-24	0.999980916292842	4.02156940227682e-14	3.88608337428567e-13	0.990828871224787	0.000650529089700634
Alistipes_finegoldii	2.682	0.695	2.207	0.751	0.513	0.533	2.36954714979739e-21	0.00480244624797177	8.54871728961371e-15	4.03710398444446e-12	0.950992892172013	6.30686500197376e-10	3.28182280246939e-20	0.0316732764449567	1.31555260512389e-13	4.14176964330042e-11	0.995274663330216	9.19474529235122e-09
Thermanaerovibrio_acidaminovorans	0.132	0.225	0.166	0.283	0	0	0.0553087465247303	0.765526542608097	0.0797606062832205	0.0532927718485044	0.24904819031933	3.53263906597168e-05	0.0680965245925807	0.999980916292842	0.113884989383774	0.0853300450984724	0.990828871224787	0.000117896508587248
Streptococcus_pseudopneumoniae	0.147	0.234	0.472	0.73	0	0	5.41026381529725e-05	0.00025850095436597	0.32023194490506	0.000297565558556534	0.533774861563417	0.99983779661847	0.000151378088569428	0.00223764888623043	0.366546482391329	0.000926131008091684	0.990828871224787	0.999898642035521
Clostridium_tetani	0.155	0.253	0.174	0.301	0	0	0.054242459481382	0.930594457722437	0.057385736257628	0.0689135079995936	0.233173713669633	0.100100137468691	0.0673774048266493	0.999980916292842	0.090317323541835	0.103184009275067	0.990828871224787	0.131750125114109
Streptococcus_oralis	0.289	0.429	0.827	0.865	0.028	0.112	1.14402986078557e-06	1.32711284929199e-05	0.158831488954284	9.74681769394525e-06	0.773506913030274	0.509883330766757	4.16968778207373e-06	0.000136151947871808	0.200896449499254	3.80263169186315e-05	0.990828871224787	0.569506784767708
Gordonibacter_pamelaeae	1.248	0.608	1.022	0.587	0.114	0.332	1.3102137388432e-10	0.162738858891593	5.5405569021616e-11	4.26914050899452e-06	0.0712811554004404	3.46204404927322e-09	6.84772086150126e-10	0.556526714974954	3.93521605615067e-10	1.8193106476792e-05	0.990828871224787	3.99577584020284e-08
Thermomonospora_curvata	0.114	0.182	0.15	0.286	0	0	0.0504860028850561	0.675046147564726	0.0861922932174386	0.0446292731294989	0.520428947541457	0.0169945871532867	0.0632788361952966	0.999980916292842	0.120721829681848	0.0753799308345805	0.990828871224787	0.0270546013877036
Eggerthella_sp._YY7918	0.732	0.523	0.482	0.553	0.118	0.256	3.00911065805493e-05	0.0590219017960896	4.52861868238674e-05	0.0615731094725087	0.719910347674361	1.43760464066997e-07	8.68253804459599e-05	0.267719136961959	0.000187227966421064	0.0958188276622748	0.990828871224787	1.01482869523408e-06
Ruminococcus_champanellensis	1.165	0.55	1.063	0.689	0.05	0.201	7.42471164363094e-11	0.670400662402457	2.98879809790265e-11	1.2427235007717e-07	0.867125441280492	2.06034821829859e-10	4.03263750056033e-10	0.999980916292842	2.23755965707847e-10	7.48335673290786e-07	0.990828871224787	4.07654611763364e-09
Eubacterium_limosum	1.139	0.511	1.191	0.482	0.077	0.308	7.09822896705103e-13	0.87218307287914	9.2503782411768e-13	6.81148470960125e-11	0.433783799571502	0.000134385562575506	4.01267229361864e-12	0.999980916292842	7.11765214668326e-12	5.89619145174858e-10	0.990828871224787	0.000379844906463419
Selenomonas_sputigena	0.483	0.34	0.478	0.469	0	0	5.05924023038757e-06	0.997761996561619	3.34189174167054e-06	8.16740382000303e-05	0.463974662499591	1.04526652471185e-10	1.64871711037336e-05	0.999980916292842	1.68309820444135e-05	0.000269329864064386	0.990828871224787	2.2272217488091e-09
Chromobacterium_violaceum	0.119	0.196	0.183	0.258	0.183	0.336	0.298517837896538	0.38591860127065	0.545808435452383	0.999998290159146	0.0666016537300227	0.00254595290612106	0.31086256051632	0.907583502147406	0.599956097699643	0.999999079741911	0.990828871224787	0.00486364796548643
Escherichia_fergusonii	0.207	0.433	0.435	0.678	0.103	0.296	0.0438874490515996	0.0715792788456096	0.699638957660965	0.0732278940690103	0.305684051897873	2.22278587989573e-06	0.0562815897559866	0.314721591114823	0.742528702191906	0.108471265546074	0.990828871224787	9.21600895618555e-06
Methylocystis_sp._SC2	0.063	0.148	0.186	0.365	0.341	0.423	8.28736780422496e-05	0.0553033111454981	0.000148971708368917	0.114262796562392	0.827393686423316	0.433350972649333	0.000222873872016535	0.258693662863808	0.000573127266919305	0.158253973238913	0.990828871224787	0.500159247599439
Campylobacter_jejuni	0.887	0.535	1.027	0.742	0.127	0.356	1.89969315037711e-06	0.480820272092777	5.6155763992205e-06	3.73879440651592e-06	0.381320703030659	1.62429680771418e-06	6.74634618787767e-06	0.999980916292842	2.68192183204152e-05	1.61819695407017e-05	0.990828871224787	7.03015962088792e-06
Bacteroides_thetaiotaomicron	3.022	0.536	2.814	0.714	0.608	0.694	4.74935124478493e-30	0.23430394911138	1.66533453693773e-15	6.55031584528842e-15	0.973716367373605	0.0532370813797948	1.87938613543632e-28	0.679539991911941	4.02156940227682e-14	3.88608337428567e-13	0.995274663330216	0.0752381201132814
Clostridium_perfringens	0.197	0.357	0.181	0.268	0.087	0.24	0.464348995378125	0.969155876524891	0.43065130927311	0.638126945903492	0.425573944299533	0.00645051762035963	0.471152643662053	0.999980916292842	0.48295713631033	0.669549863694195	0.990828871224787	0.011380849559488
Desulfovibrio_desulfuricans	0.508	0.451	0.604	0.547	0.084	0.338	0.00121131564523573	0.594946581995723	0.00251557244875245	0.00132969417925299	0.752692414837804	2.27194908821035e-12	0.00279612028108582	0.999980916292842	0.0078293659360048	0.00364678502626811	0.990828871224787	1.82176110116087e-10
.Ruminococcus._obeum	2.28	0.457	2.242	0.67	0.366	0.631	1.31451887772325e-26	0.94025213598917	1.66533453693773e-15	1.0991207943789e-14	0.177885523195222	0.0411917954658958	4.04579699032601e-25	0.999980916292842	4.02156940227682e-14	3.88608337428567e-13	0.990828871224787	0.05942774658361
Bacteroides_xylanisolvens	3.118	0.572	2.614	0.721	0.664	0.607	8.92054318900898e-30	0.000496167100937805	1.66533453693773e-15	2.80886425230165e-14	0.939736760364811	0.000708735381138036	3.08873807919436e-28	0.00416479657453855	4.02156940227682e-14	4.41308101173377e-13	0.995274663330216	0.00153374766074403
Bibersteinia_trehalosi	0.182	0.274	0.138	0.303	0	0	0.039033630450287	0.710225012840588	0.0313395748263458	0.225845041895433	0.364915245001376	0.00529271201320575	0.0510014888430636	0.999980916292842	0.0586558258574174	0.279801947186772	0.990828871224787	0.00945858856553543
Salmonella_enterica	0.358	0.518	0.623	0.654	0.114	0.317	0.00786587287688817	0.0546957015255007	0.207899811173071	0.00752289332776901	0.778509376905944	4.968958362385e-09	0.0141483557590781	0.258693662863808	0.251477064170047	0.0170806676376395	0.990828871224787	5.50560586552258e-08
Erysipelothrix_rhusiopathiae	0.26	0.331	0.364	0.406	0.05	0.201	0.0135969459005166	0.323267320261624	0.0571644444146957	0.0096783245223705	0.461008415875634	9.8485236599528e-06	0.0225530180505575	0.829120812152499	0.090317323541835	0.0207821387030746	0.990828871224787	3.89720150543846e-05
Bacillus_subtilis	0.151	0.225	0.078	0.207	0	0	0.0162730091893614	0.243828987169682	0.0228968756894602	0.458040626381559	0.453684696261868	0.070009124042091	0.0259058824451328	0.682228580262647	0.0459596707679744	0.503481164713063	0.990828871224787	0.0960026106913822
Pseudomonas_fluorescens	0.175	0.266	0.196	0.268	0	0	0.0273509163873429	0.917654660942046	0.0293415910376316	0.0372468316315206	0.278453307347424	0.000171123228399484	0.0390735682302985	0.999980916292842	0.0562492373809391	0.0648891343517687	0.990828871224787	0.000460205187054922
Asticcacaulis_excentricus	0.117	0.218	0.086	0.183	0	0	0.0900716079519364	0.738697913420592	0.0776806891148522	0.359599245933897	0.338444183977579	0.0625337949971147	0.101836062868108	0.999980916292842	0.112657334475466	0.41160740133756	0.990828871224787	0.0866093060710039
Bacteroides_vulgatus	3.826	0.516	3.617	0.786	1.735	0.706	1.4814765588523e-24	0.237961657817539	1.88737914186277e-15	3.06421554796543e-14	0.632523915752901	6.97747331692434e-07	3.15668466770837e-23	0.679539991911941	4.02156940227682e-14	4.41308101173377e-13	0.990828871224787	3.57918538664452e-06
Planctomyces_brasiliensis	0.203	0.262	0.093	0.187	0	0	0.00187408761120661	0.0739848209077595	0.00452223964719922	0.418446365383841	0.328588970335506	0.0204509598301473	0.00415297814643385	0.320215552991397	0.0127822487987162	0.46550057514588	0.990828871224787	0.0321257400168702
Chlorobium_phaeovibrioides	0.197	0.25	0.156	0.284	0	0	0.0125043825944004	0.705822888051017	0.00906631725724993	0.108635667600133	0.885842183393191	0.00114392758895764	0.0211202071868836	0.999980916292842	0.0220295603531424	0.152751674747395	0.990828871224787	0.00238246573038546
Corynebacterium_callunae	0.207	0.265	0.114	0.218	0	0	0.00382826935829375	0.178936644288586	0.00534393176644754	0.29167792212181	0.57165643883611	0.000123862065048824	0.00791366128542813	0.583866370524413	0.0139648028236412	0.345276856528809	0.990828871224787	0.000353709196067259
Verminephrobacter_eiseniae	0.07	0.14	0.184	0.321	0.96	0.192	1.07571095302651e-34	0.0196746579405391	1.66533453693773e-15	2.1094237467878e-15	0.801697535621992	0.99986045111219	6.70929543588587e-33	0.115954898926156	4.02156940227682e-14	1.94770125953407e-13	0.990828871224787	0.999898642035521
Bacteroides_helcogenes	2.334	0.618	1.996	0.757	0.618	0.466	3.21471957428622e-17	0.0369736449114154	2.97539770599542e-14	4.57675120024703e-10	0.914156150202422	1.34362691168949e-06	2.69841612750692e-16	0.193239615857775	2.73895489621978e-13	3.72870612490714e-09	0.995274663330216	6.20307757563315e-06
Enterobacter_cloacae	0.384	0.494	0.588	0.784	0.047	0.189	0.00702498896403685	0.181272591570756	0.0568077398738975	0.00474370551992331	0.122812464035786	0.000164136724630826	0.013059878812337	0.583866370524413	0.090317323541835	0.0113276416294721	0.990828871224787	0.000450157155670682
Klebsiella_oxytoca	0.323	0.565	0.423	0.5	0	0	0.032818004449535	0.643117081800272	0.0599015177154775	0.0288169752932372	0.786869825789389	2.91912187646211e-10	0.0450029070916891	0.999980916292842	0.0937441830914534	0.0528629281869319	0.990828871224787	5.03980808577807e-09
Acidovorax_sp._KKS102	0.123	0.197	0.088	0.203	0	0	0.0494892601639542	0.649739841413685	0.0425371298192848	0.300054475341333	0.448262484972321	0.999862201929648	0.0623114775700696	0.999980916292842	0.0731849997511919	0.350528892062355	0.990828871224787	0.999898642035521
Desulfovibrio_alaskensis	0.22	0.296	0.177	0.271	0	0	0.0142578162341495	0.756343336077947	0.0102365415632145	0.103602012327736	0.789791782519523	0.0232526317725982	0.0235084231955917	0.999980916292842	0.0244441552845726	0.146417129667259	0.990828871224787	0.0357832166722761
Streptococcus_mutans	0.148	0.213	0.105	0.224	0	0	0.0263932295192703	0.589928452656803	0.0222206934007423	0.234154109914205	0.766955412578975	0.999883453267816	0.0380777321710305	0.999980916292842	0.0449279713285081	0.286994196664756	0.990828871224787	0.999898642035521
.Clostridium._saccharolyticum	2.109	0.499	2.126	0.668	0.242	0.506	4.13889771128166e-25	0.988493887096055	1.88737914186277e-15	1.49880108324396e-14	0.374576651665406	0.000272011385752235	9.5539555502085e-24	0.999980916292842	4.02156940227682e-14	3.88608337428567e-13	0.990828871224787	0.00068497412593972
Bacillus_thuringiensis	0.154	0.316	0.547	0.775	0.125	0.285	0.000187147035882653	0.000164086880814041	0.967360506008826	0.00764565127130157	0.348988400363293	0.00186549900762019	0.000484483448032663	0.00151506886618297	0.976775708904721	0.0172182553020369	0.990828871224787	0.00369102303650567
Mycobacterium_canettii	0.204	0.246	0.199	0.276	0.102	0.234	0.321394220065228	0.995985443038128	0.2930842338522	0.435746036610476	0.750156983509736	0.00128663336788086	0.33218730954503	0.999980916292842	0.339683400740835	0.48088307625937	0.990828871224787	0.00265968240972387
