wgs	stoolMeans	swabMeans	tissueMeans	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Transport_and_Catabolism	2.0469500282212	2.78965989910917	3.06712414868975	1.98866882651342e-22	4.00790511889682e-14	2.98649993624167e-14	0.0650783691119254	0.0714288689310003	0.999853883036138	3.06586444087486e-22	2.69062550017907e-13	3.81036198761868e-14	0.0776741824884271	0.636152732031263	0.999960904970308
Development	0.523641755730194	1.38412095116377	2.68240484944853	8.66404345548523e-32	1.74827929910748e-11	1.66533453693773e-15	4.99900121297969e-12	0.134828607866158	0.516443578420891	2.13713071901969e-31	9.24090486671097e-11	3.08086889333481e-15	9.24815224401243e-12	0.636152732031263	0.999960904970308
Excretory_System	0.800935631947749	1.53984137804707	3.21656613284239	1.11890715644038e-26	2.24995362985148e-06	1.66533453693773e-15	1.1278755707167e-12	0.168801446924366	0.999791035799206	1.97140784706163e-26	5.20301776903154e-06	3.08086889333481e-15	2.3184108953621e-12	0.636152732031263	0.999960904970308
Neurodegenerative_Diseases	1.35400652781743	2.08133004688401	3.57724010981207	1.00724726827973e-38	2.10208517259503e-11	1.66533453693773e-15	2.40918396343659e-14	0.29005022160618	0.999834078212512	5.32402127519284e-38	9.72214392325199e-11	3.08086889333481e-15	7.77748236184076e-14	0.636152732031263	0.999960904970308
Metabolism_of_Other_Amino_Acids	4.15497322521782	4.1593473796339	3.90497491674078	0.0501394720228799	0.998428390707134	0.0435291279004021	0.0891898129944416	0.274908062541085	0.965713395402972	0.0515322351346265	0.998428390707134	0.0460165066375679	0.10209851002577	0.636152732031263	0.999960904970308
Glycan_Biosynthesis_and_Metabolism	3.96874767389555	3.93894683001765	3.77094200847544	4.16088652145558e-19	0.104894040940462	2.27595720048157e-14	2.5489610422369e-12	0.458494182178072	0.00566237710538441	5.70195560347617e-19	0.143743685733226	3.36841665671272e-14	4.96376624014554e-12	0.707386929485689	0.0523769882248058
Nervous_System	0.465193671919293	0.894107572173928	2.22203414730157	5.36435094616898e-15	0.0163657067654362	3.31956684362922e-14	7.75539679143122e-08	0.0680944904699798	0.999809991627207	6.61603283360841e-15	0.0242212460128456	4.09413244047604e-14	1.06277659734428e-07	0.636152732031263	0.999960904970308
Lipid_Metabolism	3.81784058469425	3.83700740261041	3.66489454514614	0.193260913317784	0.959885665790041	0.198487130662132	0.219730806889761	0.292286390392742	0.54302874160702	0.193260913317784	0.986549156506431	0.198487130662132	0.232286852997747	0.636152732031263	0.999960904970308
Cell_Motility	3.03998053618741	3.33182681321749	3.47194812088311	3.36114432377378e-08	6.78102045623685e-05	2.56841620971393e-06	0.324704060763799	0.1818746005488	0.383252207101507	3.76855575695848e-08	0.000129349334975803	2.87973938664895e-06	0.333723618007238	0.636152732031263	0.939507739569597
Infectious_Diseases	2.53596839364249	2.69636295238785	2.69156082177035	0.00296489716230657	0.00942846843117939	0.0594140390392423	0.997952479026175	0.28354288275353	0.999868147068377	0.00322650573545127	0.0145355554980682	0.0610644290125545	0.997952479026175	0.636152732031263	0.999960904970308
Translation	3.86835422426001	3.85917542454698	4.06943605785263	1.40521713666603e-18	0.824562372180344	2.69784194983913e-14	3.15303338993544e-14	0.393303686332294	0.00437906354062107	1.85689407345154e-18	0.89027048140915	3.69704267200177e-14	7.77748236184076e-14	0.707386929485689	0.0523769882248058
Signal_Transduction	2.98928261290978	3.16611313490149	3.26633208635536	2.72131087598015e-12	6.46690498262714e-07	8.93722318373591e-10	0.0910608332662277	0.0500281102623585	0.999882538171454	3.14651570035205e-12	1.5951698957147e-06	1.03336643061946e-09	0.10209851002577	0.636152732031263	0.999960904970308
Immune_System_Diseases	0.331161530650897	1.2747021062951	3.17113800819972	7.09900329560725e-30	2.89429777922123e-08	1.66533453693773e-15	1.85740312019789e-13	0.670456736674927	0.17613965375183	1.54507718786746e-29	9.73536525738051e-08	3.08086889333481e-15	4.04258326160717e-13	0.800222556676526	0.629690651504057
Replication_and_Repair	4.05361703604168	3.97776469077893	3.29783772285064	7.39159229193201e-53	0.00483048971271971	1.66533453693773e-15	1.66533453693773e-15	0.457803523679525	0.406273617111177	9.11629716004947e-52	0.00777078779872301	3.08086889333481e-15	1.02695629777827e-14	0.707386929485689	0.939507739569597
Carbohydrate_Metabolism	4.45521440131606	4.35764757058954	3.59586374917191	4.99359620292777e-52	0.00145937731000323	1.66533453693773e-15	1.66533453693773e-15	0.826035062090812	0.356824982396548	4.61907648770818e-51	0.00245440729409634	3.08086889333481e-15	1.02695629777827e-14	0.926160524162425	0.939507739569597
Cardiovascular_Diseases	0.235794519415741	1.44345590887118	2.91886360290573	4.75660252426366e-34	4.36317648677687e-14	1.66533453693773e-15	4.51240156351673e-11	0.279019746928429	0.35087288510447	1.46661911164796e-33	2.69062550017907e-13	3.08086889333481e-15	7.58903899318723e-11	0.636152732031263	0.939507739569597
Environmental_Adaptation	2.22263729205114	2.48249359136564	3.18941302772402	6.87641796663037e-27	2.55131726698554e-05	1.66533453693773e-15	7.83817455385361e-14	0.656936119221963	0.187205328825531	1.27213732382662e-26	5.55286699285089e-05	3.08086889333481e-15	1.81257786557865e-13	0.800222556676526	0.629690651504057
Sensory_System	0.488206224576974	1.56674177685618	2.5550432055524	4.02963188072916e-35	2.80886425230165e-14	1.66533453693773e-15	8.68225535910483e-09	0.587036443682828	0.163459090579358	1.49096379586979e-34	2.59819943337902e-13	3.08086889333481e-15	1.28497379314751e-08	0.800222556676526	0.629690651504057
Biosynthesis_of_Other_Secondary_Metabolites	3.51600285716247	3.43164162516195	1.33363944914032	7.38851935099434e-33	0.713316742179113	1.66533453693773e-15	1.66533453693773e-15	0.611522257666428	0.999789682995634	1.95268011419136e-32	0.8298527981824	3.08086889333481e-15	1.02695629777827e-14	0.800222556676526	0.999960904970308
Amino_Acid_Metabolism	4.41164332867511	4.33513780686178	4.12981678413182	9.87821849701369e-35	1.73570513406496e-07	1.66533453693773e-15	2.4980018054066e-14	0.284120396520274	0.999931963135769	3.32267349445006e-34	4.94008384310796e-07	3.08086889333481e-15	7.77748236184076e-14	0.636152732031263	0.999960904970308
Endocrine_System	1.77167489393859	2.1145573642196	3.04147374254906	6.23310899681433e-23	0.000189868979337815	4.32986979603811e-15	1.14240839010904e-11	0.411504945478964	0.999839539472139	1.00271753427013e-22	0.000334531058833293	7.28205374788228e-15	2.01281478257307e-11	0.707386929485689	0.999960904970308
Digestive_System	2.24156019996097	2.6909574750155	3.88726656132569	3.60048113857253e-35	1.10586810597724e-07	1.66533453693773e-15	2.54241072639161e-14	0.996714223302704	0.243582860289333	1.48019780141315e-34	3.40975999342981e-07	3.08086889333481e-15	7.77748236184076e-14	0.996714223302704	0.751047152558776
Cell_Communication	0.397361376570788	2.49882322767662	3.91041966207747	3.74418406976645e-37	7.43849426498855e-15	1.66533453693773e-15	9.33748475206997e-07	0.411901181267375	0.589241396894696	1.73168513226698e-36	1.3829678143414e-13	3.08086889333481e-15	1.23388191366639e-06	0.707386929485689	0.999960904970308
Energy_Metabolism	3.8516531801352	3.73588308702811	3.22070846814227	1.42638420604516e-40	4.15607300719989e-05	1.66533453693773e-15	1.66533453693773e-15	0.712579131576644	0.999959730848895	1.05552431247342e-39	8.54303895924422e-05	3.08086889333481e-15	1.02695629777827e-14	0.823919620885494	0.999960904970308
Metabolic_Diseases	0.171690569551864	0.91550686251026	2.16825883152869	3.77383028985542e-27	1.2868212162509e-08	1.66533453693773e-15	9.76071445890625e-11	0.889159194115185	0.930883325105536	7.34903793287634e-27	4.76123850012833e-08	3.08086889333481e-15	1.57020189121535e-10	0.956228491944484	0.999960904970308
