wgs	stoolMeans	swabMeans	tissueMeans	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Carbon_fixation_in_photosynthetic_organisms	0.978447757900673	0.945927880416986	0.327757617145517	3.08975143360411e-06	0.94183046577092	1.72188037517174e-06	0.000101347869579271	0.620908181949386	0.079332317706571	3.81770334204487e-06	0.999999202392299	2.19656091102989e-06	0.00014855961006651	0.863157799519256	0.72288687592965
Tyrosine_metabolism	2.9527939197491	2.93837368652512	1.51581189782114	3.15359374967599e-28	0.982454934041691	1.66533453693773e-15	4.55191440096314e-15	0.621766211518108	0.250523503005667	7.59436862166871e-28	0.999999202392299	3.67307430576921e-15	1.79041966437884e-14	0.863157799519256	0.999891036688737
Vibrio_cholerae_pathogenic_cycle	1.86832220872892	1.78636179495797	0.369569720804768	1.45343570901185e-34	0.478826295576149	1.66533453693773e-15	1.66533453693773e-15	0.123288506350722	0.3445549331578	5.91397978149648e-34	0.715208897189691	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
Ether_lipid_metabolism	1.56781049995071	1.64352620514931	1.34064995584467	0.270962038812363	0.829373952453227	0.349020357380064	0.251986430574234	0.0893178734289935	0.351622809958096	0.280469478770691	0.973792302382893	0.366083574851978	0.287288877369658	0.721505327523613	0.999891036688737
Streptomycin_biosynthesis	3.46817519075115	3.35924382501747	0.646105972820987	3.55005989571016e-46	0.537890450928292	1.66533453693773e-15	1.66533453693773e-15	0.244835581784425	0.82297373656512	7.61649213988724e-45	0.769346341933799	3.67307430576921e-15	8.36210533441075e-15	0.731407560773724	0.999891036688737
Nitrotoluene_degradation	2.62399840985608	2.34201736051044	0.192199986637539	7.25978872373361e-38	0.0224914889799919	1.66533453693773e-15	1.66533453693773e-15	0.550917545461983	0.855135802053371	4.07930985428841e-37	0.052554370289882	3.67307430576921e-15	8.36210533441075e-15	0.845379149640031	0.999891036688737
Polycyclic_aromatic_hydrocarbon_degradation	1.44486527947663	1.38537815035606	0.0549165867287828	0.000554481398825983	0.975356287001264	0.000363242919449558	0.00410768856724508	0.993291186802991	0.018834483508171	0.000647809951103624	0.999999202392299	0.000428626644950478	0.00532645330697714	0.997517957810663	0.404085282538941
Glutathione_metabolism	2.89609815246049	3.1999486241347	3.73763124377286	2.0373058842894e-10	0.00526383610810743	3.34450356298532e-10	0.000556076477500667	0.52208821445467	0.999841672786234	2.74745250681314e-10	0.013802948016815	4.61580608692711e-10	0.000767450577135423	0.834550763829782	0.999891036688737
Ethylbenzene_degradation	0.167666715689261	0.255456786643156	0	0.00710817182114767	0.244722157866363	0.0416092687598685	0.00481611486370925	0.22884078270761	0.0294817770826484	0.00787572089103685	0.403877127667564	0.0458868571370512	0.00617719080345317	0.726624676128368	0.463846626100335
Steroid_biosynthesis	1.03109806187727	1.27184535635184	1.51454122609367	0.00161990878782173	0.0954715714484418	0.00312175446871299	0.323588976889032	0.0198682844356347	0.0026821142380749	0.00185581783459189	0.187760757181935	0.00355910171312206	0.358530509604749	0.721505327523613	0.126595792037135
Complement_and_coagulation_cascades	0.513600226134187	1.29515716584702	2.99232271338025	1.12425226834068e-38	8.3086759694595e-11	1.66533453693773e-15	2.14273043752655e-14	0.715226310657877	0.999832570247218	6.63308838320999e-38	7.26239825478682e-10	3.67307430576921e-15	7.12231525713051e-14	0.908470158503179	0.999891036688737
Peroxisome	1.83494005974123	1.9883214913581	2.00115574394293	0.0227618955526929	0.0607995097903976	0.123578187494957	0.990617931762037	0.747485890059758	0.999830493627849	0.0246413181212638	0.129267426221026	0.134398397459953	0.990617931762037	0.923595131173314	0.999891036688737
DNA_replication	3.32967488906757	3.2663335641576	1.87716681442913	1.27379697738154e-23	0.772938861344859	2.77555756156289e-15	2.8421709430404e-14	0.204303097016352	0.638230628532792	2.5915179884659e-23	0.930681486109116	5.64682400455899e-15	8.24744313247679e-14	0.721505327523613	0.999891036688737
D_Alanine_metabolism	3.40954762778544	3.25719047589483	0.474683518997456	1.9549558147813e-47	0.307115500080078	1.66533453693773e-15	1.66533453693773e-15	0.160085658555933	0.894347241769272	6.59099388983409e-46	0.489724716343908	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
Two_component_system	2.95602807857157	2.9172902849255	1.26892081343907	5.36254720818819e-60	0.682429710714666	1.66533453693773e-15	1.66533453693773e-15	0.237707687067188	0.746257010668592	6.32780570566206e-58	0.875290281134028	3.67307430576921e-15	8.36210533441075e-15	0.726624676128368	0.999891036688737
Antigen_processing_and_presentation	0.067379996973049	0.667635201442472	1.56236055792464	2.65815121043994e-17	1.04544364739612e-05	2.99760216648792e-14	7.17409188566442e-06	0.95668035321805	0.235698128969273	4.48088346902732e-17	4.4057982283122e-05	5.18287764692894e-14	1.11387216119527e-05	0.994152945249768	0.999891036688737
Biosynthesis_of_type_II_polyketide_backbone	0.680507609017449	0.507839082956199	0	1.26444165302382e-06	0.197357258996932	7.68183820110124e-07	0.00194674020711605	0.484537149075448	0.0738937792000584	1.5788795244107e-06	0.339973088491065	9.85279247532551e-07	0.0025523927159966	0.834550763829782	0.72288687592965
Phagosome	0.781642493346615	2.29260089281707	2.50233859136812	5.45859450184726e-25	2.4535928844216e-14	3.13082892944294e-14	0.579555109634296	0.0560577914481254	0.979361191911832	1.15020384146067e-24	5.14667673558376e-13	5.24025267623074e-14	0.621704572153154	0.721505327523613	0.999891036688737
Adherens_junction	0.134557021373412	0.78165263040949	2.65142243797106	9.68591352866964e-22	0.000664380643263018	7.66053886991358e-15	2.43564057811341e-11	0.468695669310944	0.775209069580697	1.8584354412732e-21	0.00212737433440537	1.49412163082612e-14	5.52703054264196e-11	0.834550763829782	0.999891036688737
Folate_biosynthesis	3.33052954299402	3.25174387080552	1.18866382067474	1.10199479933426e-33	0.727071197941388	1.66533453693773e-15	1.66533453693773e-15	0.421195221158272	0.999838798421197	4.00108880989055e-33	0.904076938535287	3.67307430576921e-15	8.36210533441075e-15	0.834550763829782	0.999891036688737
Toxoplasmosis	0.138410081716126	0.456341030822161	1.53022345512861	1.03089005699741e-21	0.00273175532255898	7.43849426498855e-15	4.29911661825599e-12	0.599780168219296	0.99984169815869	1.96201656009185e-21	0.00767493162052285	1.46290387211441e-14	9.94697570498446e-12	0.863157799519256	0.999891036688737
Benzoate_degradation	2.57324509617424	2.50125540722488	0.477267568078205	6.87071196904531e-42	0.665100744975649	1.66533453693773e-15	1.66533453693773e-15	0.173166585604543	0.999851541332386	6.09554355578437e-41	0.864266632835972	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
Phenylpropanoid_biosynthesis	0.258977167560688	0.33665243780941	0.247054337359553	0.495685755215863	0.492954120441467	0.989457978156253	0.643829901245473	0.778144566817532	0.514221947900688	0.499922385602323	0.72259113306948	0.989457978156253	0.678320788812195	0.932193491212881	0.999891036688737
Hepatitis_C	0.11647614197401	0.275075259604872	1.42195991737974	2.5411010469188e-14	0.3649466122364	3.70814490224802e-14	1.32378941142264e-09	0.916224026063783	0.999817464738749	3.91960684361331e-14	0.562924186194708	5.9710362127119e-14	2.53995366744506e-09	0.991875551151618	0.999891036688737
Biosynthesis_of_siderophore_group_nonribosomal_peptides	1.76923785355495	1.99655688898564	0.157478512216818	1.67716077597032e-33	0.0178960504703785	1.66533453693773e-15	1.66533453693773e-15	0.210915349469616	0.278084840670825	5.99712035043931e-33	0.0426612920303971	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
Chloroalkane_and_chloroalkene_degradation	2.85740871495765	2.46727435124176	0.0327747576314901	7.77698535122458e-31	0.0222291647530978	1.66533453693773e-15	1.12132525487141e-14	0.86756044176315	0.999778029452286	2.35303659344744e-30	0.0524608288173107	3.67307430576921e-15	3.94974268880078e-14	0.982704348613351	0.999891036688737
Meiosis_yeast	0.766558929065103	0.81134941302508	0.489002546973668	0.000799321797891435	0.743181890151889	0.00120041076201771	0.00122303095346288	0.903042312855817	0.123250798796626	0.000924705609325385	0.904076938535287	0.00138871048939304	0.00164934460009851	0.982704348613351	0.78614023016226
Olfactory_transduction	0.136397655625246	1.14666677642409	2.09095263430749	2.44884498668759e-35	2.89768209427166e-14	1.66533453693773e-15	4.83894146974251e-09	0.386694815426945	0.44535860124839	1.1113988785736e-34	5.14667673558376e-13	3.67307430576921e-15	9.06341418142248e-09	0.834550763829782	0.999891036688737
Nitrogen_metabolism	3.08246859438924	2.97910380454013	1.26532648897914	1.76100830882999e-48	0.228070633717371	1.66533453693773e-15	1.66533453693773e-15	0.157657130067879	0.305043399386268	8.31195921767757e-47	0.381735245087231	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
Bacterial_secretion_system	3.12565634929788	2.99337443260116	0.828029407798595	2.62541143756569e-60	0.0902829305977152	1.66533453693773e-15	1.66533453693773e-15	0.157554656826437	0.205242836541796	6.19597099265502e-58	0.179048501017318	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.958229324739807
Shigellosis	0.033711058062429	0.0706919354052565	0.0224660012575617	0.323429460444644	0.349255093954529	0.939834075227409	0.433228822365563	0.147575529941609	0.0980185594480881	0.330430098116606	0.545855643531582	0.947866845101148	0.473342602214226	0.721505327523613	0.72288687592965
Porphyrin_and_chlorophyll_metabolism	3.09541123634518	3.01917593571672	1.75574077803986	2.47682330687498e-45	0.273238085744263	1.66533453693773e-15	1.66533453693773e-15	0.204324302862191	0.53134184646001	3.89686866948331e-44	0.447806862747542	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
D_Glutamine_and_D_glutamate_metabolism	3.61030835461145	3.57223889474257	0.829899521481342	4.40350679845284e-41	0.939623937475692	1.66533453693773e-15	1.66533453693773e-15	0.0528848271569711	0.99983174587962	3.4640920147829e-40	0.999999202392299	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
Alanine_aspartate_and_glutamate_metabolism	3.51848664454338	3.41975455122565	0.964218448049744	5.08362529307909e-40	0.621782462155997	1.66533453693773e-15	1.66533453693773e-15	0.715997667294878	0.999846920934596	3.33259880324074e-39	0.819780229434722	3.67307430576921e-15	8.36210533441075e-15	0.908470158503179	0.999891036688737
Riboflavin_metabolism	3.33282798455233	3.19157533054829	1.60796891299301	1.93238987310351e-34	0.194828587917409	1.66533453693773e-15	1.66533453693773e-15	0.931320108580965	0.870625141146817	7.47613131233491e-34	0.339973088491065	3.67307430576921e-15	8.36210533441075e-15	0.994152945249768	0.999891036688737
Neuroactive_ligand_receptor_interaction	0.380551012022376	1.81384092426562	3.08181934455699	7.45317050253807e-42	4.77395900588817e-15	1.66533453693773e-15	7.76504416322155e-11	0.507165599935324	0.0260431682548992	6.09554355578437e-41	2.81663581347402e-13	3.67307430576921e-15	1.62172603762857e-10	0.834550763829782	0.439013407725443
Pancreatic_secretion	0.233448669307932	0.743253968041961	1.75715464167129	2.73121746260913e-11	0.00621953244230844	3.45590223105319e-11	0.000121396561544751	0.885691757014491	0.374133176180251	3.74748442544043e-11	0.0159544527867912	4.88378997921289e-11	0.000176849311880008	0.982704348613351	0.999891036688737
Biosynthesis_of_12_14_and_16_membered_macrolides	0.363005693132957	0.362920038467998	0.151379493178867	0.0598274960586428	0.999999202392299	0.0510364269403298	0.109117867546463	0.432334214664303	0.378573787729011	0.0638881858363788	0.999999202392299	0.0557620220273974	0.127484241291907	0.834550763829782	0.999891036688737
Galactose_metabolism	3.28820405122261	3.29576117043029	2.29769721041515	3.81568367047299e-08	0.998099317753833	2.74266110933397e-08	1.33246502231898e-06	0.407647173037416	0.500533887825355	4.92077238377937e-08	0.999999202392299	3.63633720113942e-08	2.16870169149849e-06	0.834550763829782	0.999891036688737
Steroid_hormone_biosynthesis	2.09457429717911	2.05897005459818	1.73809682130406	0.00214513312199175	0.89443665397103	0.00136889412901831	0.0173847378985044	0.850763087729734	0.655625369890739	0.00241072103233358	0.999999202392299	0.00157589763145522	0.0211484440414795	0.982704348613351	0.999891036688737
Gastric_acid_secretion	0.270253773534456	1.32538640142332	3.25017445755028	1.30982845058995e-35	2.35630404077369e-11	1.66533453693773e-15	3.00870439673417e-14	0.768399056713364	0.266046007377496	6.18239028678457e-35	2.3170323067608e-10	3.67307430576921e-15	8.24744313247679e-14	0.926842805254487	0.999891036688737
Aminoacyl_tRNA_biosynthesis	3.55428787044979	3.48351567334612	3.45443821388069	6.01037123032591e-06	0.000915150495854111	0.000175437441347737	0.554928671358776	0.0998705276713616	0.253975733455875	7.31158562039647e-06	0.00274943940571679	0.000208056463105859	0.600748469911335	0.721505327523613	0.999891036688737
Carbohydrate_digestion_and_absorption	1.21663582488835	1.44036092747992	1.39255086758447	0.321599423674127	0.356338755213983	0.666729956257567	0.978017725279485	0.531028930644445	0.207074981193772	0.329988973856931	0.553262804148027	0.678225300330974	0.982179502833866	0.839298406103653	0.958229324739807
Circadian_rhythm_plant	0.0379903386786049	0.054771970251574	0.00469886591366823	0.408754421358412	0.788315885102247	0.555191411827721	0.375371646273061	0.977317074637786	0.0187734410165195	0.414017353822254	0.944378420731625	0.574671812242728	0.413961254768422	0.994152945249768	0.404085282538941
Valine_leucine_and_isoleucine_degradation	2.87684083326408	2.8238202022624	1.82986727020868	7.49028657278588e-42	0.412733539010908	1.66533453693773e-15	1.66533453693773e-15	0.492882130017454	0.569053132021028	6.09554355578437e-41	0.628420098106931	3.67307430576921e-15	8.36210533441075e-15	0.834550763829782	0.999891036688737
Starch_and_sucrose_metabolism	3.38265483833605	3.32425076903731	3.19936644955485	6.40304814826712e-09	0.0296779649460148	6.08986971961656e-09	0.000727722010890774	0.206620546838015	0.452299143138358	8.34872576238144e-09	0.0686666639927402	8.21262430759719e-09	0.000998502294012923	0.721505327523613	0.999891036688737
One_carbon_pool_by_folate	3.53266509232345	3.4396215445546	1.69335888494798	9.52680526293365e-32	0.578472182926215	1.66533453693773e-15	2.1094237467878e-15	0.136913418443175	0.471187611995396	3.03827843520587e-31	0.789129683066975	3.67307430576921e-15	9.57353854311385e-15	0.721505327523613	0.999891036688737
Carbon_fixation_pathways_in_prokaryotes	3.27190534514855	2.66580736424536	0.198484624777435	1.39537265209288e-29	0.000920363190896722	1.66533453693773e-15	2.76445533131664e-14	0.511791518263481	0.999782594416409	4.01595055968195e-29	0.00274943940571679	3.67307430576921e-15	8.24744313247679e-14	0.834550763829782	0.999891036688737
Osteoclast_differentiation	0.0793884040380674	0.567764060360243	1.91309622492279	5.50205121641776e-24	0.000137615071949759	2.33146835171283e-15	2.20501394920802e-12	0.196657633281126	0.999794927108123	1.12911659745617e-23	0.00049964856892528	4.8692613363206e-15	5.20383292013094e-12	0.721505327523613	0.999891036688737
Notch_signaling_pathway	0.119579409775671	1.02078924050134	1.95724111082374	2.17296864580435e-32	3.31956684362922e-14	1.66533453693773e-15	6.08553707426296e-09	0.200965700018435	0.435479979701139	7.2228253578849e-32	5.22278516730997e-13	3.67307430576921e-15	1.12202089806723e-08	0.721505327523613	0.999891036688737
mRNA_surveillance_pathway	1.43056937336062	2.39584060183019	3.63019381002593	2.6217962227112e-46	1.14352971536391e-14	1.66533453693773e-15	2.87547763377916e-14	0.494594011105433	0.844178804413241	6.18743908559844e-45	3.85532875465547e-13	3.67307430576921e-15	8.24744313247679e-14	0.834550763829782	0.999891036688737
Endocytosis	0.778423503316828	2.2454911994284	2.74282096537212	7.59998781467121e-33	4.77395900588817e-15	2.1094237467878e-15	0.0163630931414108	0.122723753021615	0.203427083939088	2.63764282979766e-32	2.81663581347402e-13	4.4849009391164e-15	0.0200087563801707	0.721505327523613	0.958229324739807
Sulfur_relay_system	3.31806823851345	3.30520452598537	1.20069487190203	6.35288927532791e-42	0.987382604269126	1.66533453693773e-15	1.66533453693773e-15	0.463518275512422	0.111593549053845	6.09554355578437e-41	0.999999202392299	3.67307430576921e-15	8.36210533441075e-15	0.834550763829782	0.745600731953187
Selenocompound_metabolism	3.42142327905185	3.3180082102341	0.952615992652688	4.22560727724278e-40	0.571140238151115	1.66533453693773e-15	1.66533453693773e-15	0.00850987767372073	0.999833295767618	2.84926662122656e-39	0.787173211589774	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
Zeatin_biosynthesis	3.04484013943989	2.8123288118962	0.532806084775927	6.6464130861087e-34	0.131361023559516	1.66533453693773e-15	1.88737914186277e-15	0.699276628352696	0.978676977389606	2.4897674417804e-33	0.248009612480367	3.67307430576921e-15	8.73375446038457e-15	0.908470158503179	0.999891036688737
Propanoate_metabolism	3.04738371650549	3.00768362959881	0.985164975678056	1.48013708036141e-36	0.904805630870834	1.66533453693773e-15	1.66533453693773e-15	0.105546387745658	0.688942834536096	7.43217768011262e-36	0.999999202392299	3.67307430576921e-15	8.36210533441075e-15	0.721505327523613	0.999891036688737
Chlorocyclohexane_and_chlorobenzene_degradation	1.67786419403744	1.10644778388246	0.0991412533844989	1.85105772602344e-09	0.00913147926917468	2.83040646475996e-09	0.0012642910303291	0.688283885877208	0.0384357606715158	2.46807696803125e-09	0.0224482198700544	3.83894210162845e-09	0.00169529933612311	0.907458084173302	0.538746615320631
Pantothenate_and_CoA_biosynthesis	3.46881319636605	3.39099500124648	1.53659267673114	3.29453966998964e-32	0.701237098739483	1.66533453693773e-15	1.88737914186277e-15	0.541010630964002	0.999836681602252	1.07987689182994e-31	0.889741695174828	3.67307430576921e-15	8.73375446038457e-15	0.83999019018095	0.999891036688737
Flagellar_assembly	2.50169617784875	2.6560507500062	0.739276502867994	8.63513442792593e-27	0.312382270517927	1.66533453693773e-15	2.99760216648792e-15	0.85498866365006	0.76720629711443	1.94084926189573e-26	0.491481438948206	3.67307430576921e-15	1.31006316905768e-14	0.982704348613351	0.999891036688737
Pathogenic_Escherichia_coli_infection	0.418761277556947	0.482831638078704	0.619562268918752	0.145184691261156	0.71935875225702	0.134676019485218	0.498091178866616	0.659047203831975	0.113648104355513	0.152962442578718	0.904076938535287	0.145130322367632	0.541702848905628	0.888772229167693	0.745600731953187
Fatty_acid_metabolism	2.73489238903065	2.6710589574213	1.10272525423083	2.95988524773122e-24	0.806362331422667	2.1094237467878e-15	2.54241072639161e-14	0.489274246776307	0.445916168364802	6.18170724304928e-24	0.952940802726999	4.4849009391164e-15	8.00011908571226e-14	0.834550763829782	0.999891036688737
Oxidative_phosphorylation	3.02422642810869	3.04924853503278	3.17037844225149	1.32921073124391e-11	0.219536182520067	5.02398123103376e-12	4.61902667003855e-07	0.63078056080359	0.131212673313038	1.86722459865216e-11	0.372737691185151	7.18581557893313e-12	7.73113683779502e-07	0.870550949413142	0.814899760575711
MAPK_signaling_pathway	0.569282014608227	1.59859929788415	2.65607112633504	1.8160335576936e-42	9.88098491916389e-15	1.66533453693773e-15	8.44657677134819e-13	0.413956763513388	0.0867315687721122	1.94810872552587e-41	3.85532875465547e-13	3.67307430576921e-15	2.03407358983487e-12	0.834550763829782	0.72288687592965
Atrazine_degradation	2.12039460543698	1.83787502949566	0.325883588419294	1.67202106419673e-28	0.0130807773894326	1.66533453693773e-15	2.54241072639161e-14	0.0472808674984574	0.0900459160945624	4.06801001186009e-28	0.0315006475908785	3.67307430576921e-15	8.00011908571226e-14	0.721505327523613	0.72288687592965
Ribosome_biogenesis_in_eukaryotes	2.02890502902605	2.25968215681143	3.37865863421013	7.08703905889128e-39	0.000258154089839313	1.66533453693773e-15	1.66533453693773e-15	0.518282979904603	0.88433013438836	4.28856722538036e-38	0.000895946547089381	3.67307430576921e-15	8.36210533441075e-15	0.834550763829782	0.999891036688737
Toluene_degradation	2.38565074553202	1.70865521862846	0.0303724733835634	1.14919885054669e-13	0.00730175343801454	1.22457599616155e-13	2.16070516512179e-06	0.533452376760797	0.041090843541404	1.73853159441678e-13	0.0181390927512782	1.87662295515666e-13	3.468887203869e-06	0.839298406103653	0.538746615320631
Phototransduction_fly	0.0686482523936894	0.333731655671364	0.804794208998513	2.61101919290433e-13	0.000903069516497879	5.70543612354868e-13	4.40745440221102e-05	0.0847791697622788	0.999841347533221	3.85125330953389e-13	0.00274943940571679	8.52204383011069e-13	6.50099524326125e-05	0.721505327523613	0.999891036688737
Bacterial_chemotaxis	2.8160984544807	2.56603215861282	0.524088032521041	3.21962530302057e-26	0.153113665577025	1.66533453693773e-15	2.60902410786912e-14	0.470659616619447	0.999774569070949	7.03547751400791e-26	0.27374867481953	3.67307430576921e-15	8.10170644022516e-14	0.834550763829782	0.999891036688737
Bile_secretion	0.416237635609775	1.10360458219337	2.84576936590391	8.49659154377825e-30	1.6174530050872e-06	1.66533453693773e-15	3.27515792264421e-14	0.210948591521734	0.999778053418847	2.50649450541458e-29	7.63437818401158e-06	3.67307430576921e-15	8.68468842409027e-14	0.721505327523613	0.999891036688737
RNA_transport	2.13877594775471	2.38701875841994	3.13021911578042	1.07963140418107e-47	1.62782121115868e-10	1.66533453693773e-15	1.66533453693773e-15	0.769571849998094	0.0226490155689045	4.24655018977888e-46	1.37202073511946e-09	3.67307430576921e-15	8.36210533441075e-15	0.926842805254487	0.42091966745501
Type_I_diabetes_mellitus	0.105062454193533	0.334507625155705	0.868485961900111	5.27404540720313e-06	0.139777815452157	4.11355325080631e-06	0.00802696552117932	0.210402384042228	0.612537057960048	6.48268081302051e-06	0.258811926058391	5.1638221659058e-06	0.0100230892222133	0.721505327523613	0.999891036688737
Salivary_secretion	0.542877167347871	1.27582243784036	3.06915743569272	9.41272514279095e-35	2.85553424239637e-08	1.66533453693773e-15	2.8199664825479e-14	0.598958712970795	0.999827403162296	3.8971984801731e-34	1.92544594630155e-07	3.67307430576921e-15	8.24744313247679e-14	0.863157799519256	0.999891036688737
Chemokine_signaling_pathway	0.0823857421109732	0.560799014962625	1.63136128978554	8.45802272857487e-20	0.000137036578590988	2.16493489801906e-14	5.80319403642449e-09	0.0734640092058456	0.999829712565421	1.53545643380282e-19	0.00049964856892528	3.99159871822263e-14	1.07838881306786e-08	0.721505327523613	0.999891036688737
Glycosphingolipid_biosynthesis_lacto_and_neolacto_series	0.809555450956243	1.22321103134111	1.55615374050215	1.87678955778682e-06	0.00327617323423257	1.42453203574311e-05	0.165149382048394	0.227987767676185	0.999782999272274	2.33117018756678e-06	0.00872629315208513	1.76941873913355e-05	0.190123191041078	0.726624676128368	0.999891036688737
Geraniol_degradation	2.47528828819602	2.29018939330271	0.728812160188647	1.7445380582223e-27	0.149166943534318	1.66533453693773e-15	2.18713935851156e-14	0.0441135786168134	0.287349618428445	4.07634635386597e-27	0.270795374416146	3.67307430576921e-15	7.16895678623233e-14	0.721505327523613	0.999891036688737
Cell_cycle_yeast	0.184714586546978	0.429934374445508	1.04167672251069	1.44611063968222e-15	0.0032149140530775	3.06421554796543e-14	2.41254898836196e-07	0.789819848222751	0.999859624067094	2.32164701336738e-15	0.00872091628191138	5.20255301668951e-14	4.06686829466731e-07	0.933704824573602	0.999891036688737
Vitamin_B6_metabolism	3.38186706699968	3.28082000084094	1.69634330932123	1.19271677872764e-28	0.520533706074826	1.66533453693773e-15	7.43849426498855e-15	0.0605405852354932	0.614480490449195	2.99448042318854e-28	0.753656163396681	3.67307430576921e-15	2.65982522202621e-14	0.721505327523613	0.999891036688737
