Taxa	stoolMeans	stoolSD	swabMeans	swabSD	tissueMeans	tissueSD	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)	rsquared marginal	rsquared conditional
Sphingomonadales	0.423932758318142	0.353	0.368339833958427	0.437	0	0	4.66e-13	0.742	4.9e-05	0.00313	0.355	6.69e-08	2.07581818181818e-12	1	0.00012936	0.00674903225806452	0.851172413793103	2.759625e-07	0.294	0.626
Gloeobacterales	0.128399790638779	0.216	0.113820306960726	0.263	0	0	0.00336	0.946	0.0723	0.214	0.643	0.00675	0.00392	1	0.0994125	0.2568	0.922565217391304	0.00882588235294118	0.079	0.255
Rhodospirillales	0.700843369657835	0.424	0.733612173664198	0.452	0.215961531230217	0.336	<2e-16	0.93	0.000102	0.00039	0.0769	3.86e-11	NA	1	0.000258923076923077	0.0010296	0.563933333333333	4.246e-10	0.343	0.734
Gallionellales	0.157858719722593	0.252	0.135888644029779	0.262	0	0	4.72e-05	0.905	0.0427	0.173	0.566	0.000381	7.9751724137931e-05	1	0.0678857142857143	0.215433962264151	0.892571428571428	0.000762	0.128	0.382
Halanaerobiales	0.140951091710416	0.205	0.173696760664892	0.297	0	0	0.00104	0.758	0.0432	0.0298	0.28	0.019	0.00130666666666667	1	0.0678857142857143	0.0437066666666667	0.81312	0.0236603773584906	0.095	0.253
Desulfovibrionales	1.23436685887919	0.414	1.30074670574785	0.525	1.26905413121596	0.22	7.2e-06	0.745	0.95	0.969	0.626	1.06e-13	1.4112e-05	1	0.9796875	0.983907692307692	0.922565217391304	6.996e-12	0.103	0.643
Selenomonadales	1.51046864009431	0.639	1.41811657403143	0.883	0.267309070653432	0.436	<2e-16	0.8	7.86e-10	7.49e-07	0.331	1.28e-08	NA	1	3.99046153846154e-09	3.531e-06	0.840230769230769	5.984e-08	0.386	0.67
Spirochaetales	0.94067452399648	0.379	1.12699278518084	0.492	0.87624699262598	0.37	3.42e-05	0.0825	0.824	0.12	0.552	2.36e-07	5.985e-05	0.3403125	0.90127868852459	0.161632653061224	0.892571428571428	7.788e-07	0.095	0.52
Deferribacterales	0.138435817449517	0.211	0.0996628202374029	0.178	0	0	0.000674	0.618	0.0238	0.23	0.492	0.0122	0.000917388888888889	1	0.0413368421052632	0.271071428571429	0.890153846153846	0.0154846153846154	0.103	0.278
Methylophilales	0.18503972479755	0.253	0.257727244760345	0.372	0	0	5.06e-05	0.409	0.0286	0.00659	0.0477	0.0021	8.26466666666667e-05	1	0.0484	0.0124268571428571	0.4653	0.00338048780487805	0.138	0.341
Deinococcales	0.465036287641173	0.375	0.486574769825454	0.422	0	0	4.51e-15	0.959	1.65e-05	0.000115	0.698	1.36e-08	4.4198e-14	1	4.5375e-05	0.00033	0.950888888888889	5.984e-08	0.32	0.659
Hydrogenophilales	0.135482032833448	0.233	0.136866264581292	0.295	0	0	0.0115	1	0.0827	0.151	0.143	0.00655	0.0128068181818182	1	0.111391836734694	0.195411764705882	0.81312	0.00882244897959184	0.07	0.247
Chromatiales	0.538575440214888	0.366	0.55511357062656	0.425	0.0238152894117063	0.095	1.8e-15	0.975	1.38e-06	1.87e-05	0.398	1.06e-06	2.94e-14	1	5.06e-06	6.49578947368421e-05	0.8756	3.04173913043478e-06	0.353	0.635
Coriobacteriales	2.25293085657805	0.559	1.98611867092586	0.659	0.631800007424401	0.504	<2e-16	0.0775	2.39e-14	1.39e-11	0.0306	1.25e-05	NA	0.3403125	2.27333333333333e-13	1.529e-10	0.4653	3.05555555555556e-05	0.548	0.73
Unclassified	2.96992364601059	0.122	2.95925502193624	0.149	2.27203146323832	0.127	<2e-16	0.92	1.67e-15	1.67e-15	0.295	0.349	NA	1	3.674e-14	4.158e-14	0.81312	0.379770491803279	0.748	0.763
Alteromonadales	4.83421192352727	0.161	4.79164982196168	0.271	5.06446033793152	0.009	<2e-16	0.513	1.52e-05	1.04e-05	0.246	6.24e-10	NA	1	4.36173913043478e-05	3.81333333333333e-05	0.81312	4.576e-09	0.349	0.67
