wgs	stoolMeans	swabMeans	tissueMeans	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
K05590: ATP-dependent RNA helicase SrmB	0.423897717855492	0.377951572450665	0.0235176668756255	2.3630150546265e-08	0.714198838623414	7.68823993468892e-07	0.000187248444427635	0.676580592229011	0.010112070416959	4.52743866462433e-08	0.967160251565838	1.42071391871437e-06	0.000338414869724172	0.996109716538046	0.0687733772380217
K05591: ATP-independent RNA helicase DbpA	1.24437844703836	1.08318407737899	0.11902817328898	7.98079912231009e-23	0.0360771421592591	1.66533453693773e-15	2.78665979180914e-14	0.336155708367078	0.523776391652813	3.30021224575418e-22	0.121393899570708	6.8261894453468e-15	1.23961984661357e-13	0.996109716538046	0.839891173864771
K05596: LysR family transcriptional regulator, chromosome initiation	0.358340985887711	0.28406623950266	0.0899146314118787	0.00184109636940445	0.670136460993659	0.0407156010151104	0.282567445733054	0.291403343545848	0.00847145309818038	0.00239000929847833	0.938817807958575	0.050558111664418	0.320057320836825	0.996109716538046	0.0615345690655723
K05597: glutamin-(asparagin-)ase	0.480000716816026	0.471172081530886	0	1.94351784459009e-11	0.984310814400897	5.58072477119254e-11	2.06435676330941e-08	0.695954838452706	0.0227211470033442	4.39947680179243e-11	0.999999996206915	1.28285013905774e-10	5.14567551935477e-08	0.996109716538046	0.119022049749876
K05595: multiple antibiotic resistance protein	1.8423916431166	1.54309942727294	0.15658404796546	2.3966048867036e-23	0.00644852553625441	1.66533453693773e-15	2.94209101525666e-14	0.861441260410314	0.165290830232257	1.03608905861966e-22	0.0349709380934403	6.8261894453468e-15	1.23961984661357e-13	0.996109716538046	0.405455797531873
K11610: beta-ketoacyl ACP reductase	0.184840104380689	0.159276798797584	0	1.8002032588362e-11	0.483728121672937	2.17764839494095e-09	7.70506344505151e-06	0.619580241134899	0.00770084205969369	4.08569621049067e-11	0.782059250099115	4.62019720460284e-09	1.58985495559419e-05	0.996109716538046	0.058962296374032
K14541	0.0527684105751181	0.0605692413073776	0.000938360938737686	6.17306956116359e-05	0.723150564367903	0.000244779228772751	0.000288966923525646	0.21085064144882	0.443600008853286	9.29166034095024e-05	0.972178939796758	0.000383914240025699	0.000511766559063314	0.996109716538046	0.756780620484852
K14540	1.50479387400234	1.4322314253523	0.0129687327067066	2.95981189771793e-23	0.692852419678888	1.66533453693773e-15	1.89848137210902e-14	0.9624590599426	0.123309113949357	1.26786594098586e-22	0.953602288436827	6.8261894453468e-15	1.05055055563887e-13	0.998718318871733	0.341951059958877
K02044: phosphonate transport system substrate-binding protein	0.911198769159444	0.897499528477274	0	5.27260534867783e-13	0.98740256928149	1.25588428545598e-12	9.18835119101402e-10	0.899118466387698	0.101813627476491	1.29621763963659e-12	0.999999996206915	3.08454821453643e-12	2.51707892437904e-09	0.996109716538046	0.302164578473623
K04333: LuxR family transcriptional regulator, csgAB operon transcriptional	0.293902866858798	0.311991570618285	0	1.73754860170329e-05	0.962982502146232	0.00272113202817559	0.00696221625477311	0.81611844091231	0.0130532302219723	2.73222896888864e-05	0.999999996206915	0.00388541652721201	0.0102463758082215	0.996109716538046	0.0811414750036768
K05578: NADH dehydrogenase I subunit 6	0.252875233585415	0.234539340790394	0	0.000186260331544976	0.917389743466769	8.22286256306759e-05	0.00208559688189214	0.178357380433541	0.999849046372965	0.000269175365174328	0.999999996206915	0.000134261170658241	0.00331636055905889	0.996109716538046	0.999998145862406
K05336: solute carrier family 6 (neurotransmitter transporter), invertebrate	0.0715927171117092	0.112165411661573	0.0671430487659691	0.0741881375791705	0.0686904114427259	0.979295465499962	0.210781423498944	0.687026155985982	0.999968807417647	0.0816163371488182	0.196207665158082	0.98839583611009	0.244572345565779	0.996109716538046	0.999998145862406
K05337: ferredoxin	1.21046980609414	1.02898084928433	0.126746115721575	7.01843573204423e-09	0.324267187997769	7.62166219026028e-10	8.43204236589123e-06	0.837625016100256	0.999827782234894	1.38301127552455e-08	0.60269141170761	1.65512157517354e-09	1.73105706175986e-05	0.996109716538046	0.999998145862406
K02106: short-chain fatty acids transporter	0.689867299064244	0.755838324419445	0.0758116365460418	6.61840885422732e-07	0.74528631380138	8.07755207943295e-07	2.61387407907154e-06	0.307494057490958	0.817949418070054	1.16065268498075e-06	0.9880887042223	1.48994119719722e-06	5.63009607901928e-06	0.996109716538046	0.999998145862406
K02455: general secretion pathway protein F	0.668368634357186	0.685702441243891	0.164213735263163	7.62143105247181e-10	0.973475161556607	3.21788352508623e-06	3.6092559547618e-05	0.0857447123324383	0.000152925068655428	1.59257297687593e-09	0.999999996206915	5.7575711396825e-06	6.97224404844021e-05	0.996109716538046	0.00474925965768158
K05332: solute carrier family 6 (neurotransmitter transporter), member 17	0.0725769039942803	0.122487384474019	0.0856623218472124	0.113068880278572	0.0910218847833676	0.898905408502499	0.537718239669453	0.501513541038915	0.999932118356695	0.122442674658543	0.239744791292236	0.917905925441153	0.58323074213613	0.996109716538046	0.999998145862406
K05333: solute carrier family 6 (neurotransmitter transporter), member 18	0.0541567765952537	0.109151438782663	0.089028379082487	0.00932094116288622	0.00954455280931255	0.294118223849569	0.737648287533897	0.183107770508117	0.999966169977234	0.0112216314989099	0.0469666070737958	0.323275122530214	0.778174198651443	0.996109716538046	0.999998145862406
K02103: GntR family transcriptional regulator, arabinose operon	0.897552904756862	0.805924717479164	0.107840423899378	1.17155941624978e-12	0.414267017712631	5.6399329650958e-14	2.27124929974565e-09	0.785831417364954	0.99982621467549	2.83099728730146e-12	0.702407614712196	1.47024719308514e-13	6.08231169711912e-09	0.996109716538046	0.999998145862406
K10561: rhamnose transport system permease protein	0.135992603097944	0.144398834032698	0.0370802316134229	0.136898974630263	0.982140546426295	0.212599063385946	0.259173713120637	0.735026463351531	0.19372927121289	0.14730494229705	0.999999996206915	0.239070847742518	0.295539601304856	0.996109716538046	0.449916090756528
K02108: F-type H+-transporting ATPase subunit a	1.99206902314883	1.90126152727643	1.14036436190302	1.05107706932762e-16	0.327907549580036	2.29816166097407e-14	4.89830398464619e-13	0.580872010482654	0.999842590265443	3.11485205501327e-16	0.606478584084003	7.28968735296987e-14	1.67129912301241e-12	0.996109716538046	0.999998145862406
K02109: F-type H+-transporting ATPase subunit b	1.89884622880503	1.59536734192957	0.28528525666647	3.72472076977561e-23	0.00396273334698172	1.66533453693773e-15	3.03090885722668e-14	0.246513315154384	0.256182073140827	1.58326643335364e-22	0.0246890049980325	6.8261894453468e-15	1.23961984661357e-13	0.996109716538046	0.537902821389518
K05339: holin-like protein LrgB	1.46134741339811	1.31982735989623	0.202019851890568	1.99610566182071e-15	0.33404936302682	2.96429547574917e-14	8.9198648467459e-12	0.708843596647788	0.972549818572967	5.51534051906612e-15	0.614658946630328	8.48160947682968e-14	2.78579873381951e-11	0.996109716538046	0.999998145862406
K02193: heme exporter ATP-binding protein CcmA	0.617044219713767	0.554441022910136	0.0166744259320982	1.24142403206032e-09	0.620897743755064	1.74560699228721e-10	6.09340114143819e-07	0.518383493608481	0.749539176019927	2.55634238266278e-09	0.902765136476163	3.89498158433e-10	1.38088357214945e-06	0.996109716538046	0.999998145862406
K02191: precorrin-8W decarboxylase	1.11583516886223	0.964519914336227	0	2.11724546454875e-18	0.132837970878038	1.29896093881143e-14	1.52877710490884e-13	0.797354199152705	0.676010776819774	6.89549124810501e-18	0.319094210234655	4.38777759963662e-14	5.37589037410752e-13	0.996109716538046	0.982562843500305
K03851: taurine-pyruvate aminotransferase	0.0774325168020705	0.0321694082855149	0	0.0425617247676625	0.233868277212933	0.0707036390414757	0.707134094287961	0.833282790529914	0.986973570243943	0.0478171315357626	0.478365091880395	0.0845526622486174	0.748319957312853	0.996109716538046	0.999998145862406
K03852: sulfoacetaldehyde acetyltransferase	0.0537037206443539	0.0491020214345427	0.00161360645325057	0.215160535551822	0.97701511869699	0.158295072710817	0.319465515593279	0.110212916309846	0.632168270311742	0.226824069952189	0.999999996206915	0.181458024028388	0.358978510876184	0.996109716538046	0.944568911381649
K03855: ferredoxin like protein	0.355676449041564	0.445536855337296	0	0.00294250384817025	0.657501468728805	0.0184946790039311	0.0100579096817381	0.363952194314419	0.0633920878783443	0.00374081472928411	0.929884546851829	0.0240395283145267	0.014459729861299	0.996109716538046	0.226315330742218
K03857: phosphatidylinositol glycan, class A	0.522784542906747	0.440154530431204	0	2.84341348706564e-12	0.319525413717123	6.90915102907752e-11	1.54264782659119e-06	0.0571211953912529	0.00906420259999663	6.73982005286938e-12	0.595505720681093	1.57749446038991e-10	3.36562627973498e-06	0.996109716538046	0.0636677262741233
K03856: 3-deoxy-7-phosphoheptulonate synthase	1.71165626983036	1.47211688967841	0.174291178547417	5.59528997844738e-25	0.0127495753687361	1.66533453693773e-15	2.34257058195908e-14	0.915204128189042	0.479951430761489	2.76198668018047e-24	0.0575290328165283	6.8261894453468e-15	1.22501951309149e-13	0.996109716538046	0.794740032384436
K02196: cytochrome c-type biogenesis protein CcmD	0.321430628279738	2.10773139101486	3.72978433027699	4.58096658822119e-32	1.0991207943789e-14	1.66533453693773e-15	1.82401982407043e-10	0.620220309194527	0.356893061389332	5.33161445936949e-31	1.48674406119653e-12	6.8261894453468e-15	5.21748527684057e-10	0.996109716538046	0.661512808975902
K13018	0.76156146362899	0.523709604020096	0	1.3507993079278e-08	0.0310155145243413	3.90864440813488e-09	0.000532044059666004	0.7696927749426	0.226005688975006	2.62358499915651e-08	0.109571350498935	8.18717085764521e-09	0.00091252527224203	0.996109716538046	0.495211169471152
K13019	0.683819803243048	0.605430724156602	0.0313162038886095	5.22453872515328e-13	0.384919494903851	4.96269692007445e-14	2.19635820641884e-09	0.626305761707285	0.436256209436932	1.2857786667699e-12	0.671421371116917	1.30150521984029e-13	5.89472328151299e-09	0.996109716538046	0.748764579711699
K13010	1.46276460192726	1.37179688731763	0.127034785203238	1.23456462405419e-24	0.442525779092592	1.66533453693773e-15	1.16573417585641e-14	0.622275184439873	0.249761240256086	5.86635040329263e-24	0.73837191432689	6.8261894453468e-15	7.22588994749287e-14	0.996109716538046	0.527331484370029
K13012	1.51633137211285	1.32653621132622	0.102095423651383	4.14329137886763e-27	0.0206279884248985	1.66533453693773e-15	4.9960036108132e-15	0.462976044227716	0.999837627596411	2.51447802823203e-26	0.0815133376321959	6.8261894453468e-15	3.54024144109662e-14	0.996109716538046	0.999998145862406
K13013	1.2201338199383	1.04568184161747	0.0764966431969863	5.896530786829e-27	0.0121368098548932	1.66533453693773e-15	1.7430501486615e-14	0.345773467898793	0.0409527350847958	3.53269516726655e-26	0.0553798812494264	6.8261894453468e-15	9.84225070028063e-14	0.996109716538046	0.172631093117141
K13015	0.748686018644986	0.698635410854163	0.0414518521583042	1.22525709968362e-16	0.656949725464671	2.96429547574917e-14	3.10451664375933e-12	0.975023347515079	0.0374329883456648	3.61694469727166e-16	0.929749588212846	8.48160947682968e-14	1.0009106361527e-11	0.998718318871733	0.162058748264624
K13016	0.406446462964161	0.22938174794009	0	2.53579457664615e-05	0.065519373382816	0.000194404513771507	0.116855094636909	0.486180447205554	0.000430466306337838	3.92957779736382e-05	0.189371522213296	0.000308482866352232	0.140822997635096	0.996109716538046	0.00894282732654751
K13017	1.33689047097811	1.2865392060581	0.0634206559376096	3.57121939371418e-29	0.699720370690657	1.66533453693773e-15	1.66533453693773e-15	0.355332162538972	0.0735864650950124	2.76653220436504e-28	0.957984232207384	6.8261894453468e-15	1.6951323288194e-14	0.996109716538046	0.246767296557114
K04889: potassium voltage-gated channel, Shaw-related subfamily C, member 3	0.00901024038550452	0.0170697009892976	0.0699498209474851	0.00128280015376529	0.803493883253463	0.000655353288367966	0.014842757832002	0.370887709412577	0.999973087257629	0.00168939951016212	0.999999996206915	0.000992322255297465	0.020769624580091	0.996109716538046	0.999998145862406
K04888: potassium voltage-gated channel, Shaw-related subfamily C, member 2	0.0381319007063981	0.0421273794597417	0.13593658718325	0.0165528064935396	0.987850682231943	0.0121542848869486	0.0477357912208262	0.379255738657905	0.858155685579105	0.0193837885968017	0.999999996206915	0.0161888691699904	0.0614438065470858	0.996109716538046	0.999998145862406
K04883: potassium voltage-gated channel, Shaker-related subfamily A, beta	0.50449931522595	0.490131218301848	0.0440094073024874	1.10253133916742e-09	0.966192746903691	8.13167100321976e-09	1.34008027541377e-06	0.272623716626143	0.0602279968666031	2.27726781863322e-09	0.999999996206915	1.67447501341674e-08	2.940543848754e-06	0.996109716538046	0.218862228088829
K04882: potassium voltage-gated channel, Shaker-related subfamily A, beta	0.461087835475851	0.394682622054459	0.0424642435382574	4.41195283396993e-08	0.439385831366178	2.39264638102199e-08	5.28732846827307e-05	0.225154108631896	0.430235034255512	8.34801271382498e-08	0.735572485018132	4.79711413744429e-08	0.000100512081156709	0.996109716538046	0.742512235189482
K04881: potassium voltage-gated channel, Shaker-related subfamily A, member	0.121288625139317	0.100047548333139	0.151204805495469	0.462373414402248	0.699229455068618	0.639278933469096	0.382248434854338	0.322700193187495	0.149214649179836	0.473656508493182	0.95793850734095	0.667459840141747	0.424898871979247	0.996109716538046	0.382590383132966
K04880: potassium voltage-gated channel, Shaker-related subfamily A, member	0.0377739642412041	0.0483083161078571	0.0873527044050437	0.0169054310394119	0.716955076980712	0.0116621124869466	0.123451109159065	0.285306341032512	0.999932780227396	0.019762504078529	0.968724873159066	0.0155776341250919	0.148243618356921	0.996109716538046	0.999998145862406
K04887: potassium voltage-gated channel, Shaw-related subfamily C, member 1	0.0388678489758887	0.0671809827413572	0.168801416426317	0.00052890070005047	0.511866813667953	0.000265564137093888	0.0204768854775236	0.421125047022633	0.999951984223214	0.000727552217221969	0.809034846493816	0.000415549846398585	0.0280663818738316	0.996109716538046	0.999998145862406
K04886: potassium voltage-gated channel, Shab-related subfamily B, member 2	0.106036863807385	0.0882077609407013	0.141929387222019	0.284475127063404	0.744411686832376	0.471845779449793	0.29018302635353	0.782443561904094	0.234133170063775	0.296862694742832	0.987842585077104	0.502471179060687	0.328011899984018	0.996109716538046	0.5061034759933
K04885: potassium voltage-gated channel, Shab-related subfamily B, member 1	0.116104032814025	0.130375470219783	0.286250797642164	0.00163488877532773	0.917289957660006	0.000753698290493987	0.0102599735721535	0.758424291983059	0.703039525693081	0.00213369810793737	0.999999996206915	0.00113446129926728	0.0147317397868927	0.996109716538046	0.999998145862406
K04884: potassium voltage-gated channel, Shaker-related subfamily A, beta	0.316221619771164	0.317357756446523	0.0152827819731302	7.7904983761535e-08	0.999675150215231	3.14284047364666e-06	6.12006767390927e-05	0.435970012721658	0.048972109835351	1.4564116589572e-07	0.999999996206915	5.62826418449168e-06	0.000115728027123597	0.996109716538046	0.191823186980554
K08567: hydrogenase 2 maturation protease	0.496282998476309	0.425688133938848	0	0.000262389269232048	0.745714028426926	0.000221396321040568	0.00867995805737731	0.00851053343257036	0.125123671876453	0.000373343497385572	0.9880887042223	0.000349400934968612	0.0125904950862759	0.996109716538046	0.344641037667726
K13274	0.120735499074693	0.0940866207535508	0	0.000305346100390174	0.555771712405427	0.000816948786935945	0.0362619293112515	0.660720092543592	0.0681542966966967	0.000431339455343465	0.846585076578995	0.00122512127767408	0.0477866126255873	0.996109716538046	0.234955303663175
K13275	0.613551959047255	0.624342768659485	0.0496879912875771	2.10725806257908e-09	0.987166654444625	8.38113345391633e-09	3.85229739441328e-07	0.450727214763499	0.0523208007757616	4.28992636351801e-09	0.999999996206915	1.72351213966178e-08	8.84531657479957e-07	0.996109716538046	0.199797185898407
K13276	0.082606818520981	0.136268833085927	0	0.00380431716878702	0.127181278399917	0.0472856710621041	0.00258568214454402	0.502324432634828	0.774007050823437	0.0047755988051983	0.308796346876862	0.0581279606087077	0.0040564554674844	0.996109716538046	0.999998145862406
K13277	0.15507506537337	0.139917964460974	0.0163437983248925	0.00169889606076856	0.865158825637041	0.000808866564905864	0.0136190531515368	0.463956854358457	0.67184195808231	0.00221391143692961	0.999999996206915	0.00121389812144526	0.0191718724637845	0.996109716538046	0.978818094506228
K13278	0.880582531146739	0.721983278846168	0.151183770920893	1.05102988284998e-18	0.00718575762553308	1.47659662275146e-14	1.56598067846403e-11	0.65567376765863	0.378828971659814	3.46754411756523e-18	0.0380178362131155	4.92225829281935e-14	4.79965981360048e-11	0.996109716538046	0.686061451831183
K13279	0.130152768364542	0.142142320998672	0.180955306958424	0.514403978184626	0.954093163285357	0.588830143685437	0.795112419529473	0.523064501303907	0.0332957493680828	0.525100958445383	0.999999996206915	0.618820629249526	0.830732800836921	0.996109716538046	0.150461192578708
K00862: erythritol kinase	0.0184270957903439	0.012582593742852	0	0.309201748567784	0.769631662913172	0.198207646140841	0.568782969299776	0.853732572097724	0.248746524962686	0.321453636811631	0.999999996206915	0.22350684365678	0.61353569628349	0.996109716538046	0.526093065991775
K03716: spore photoproduct lyase	0.501040128974017	0.657309462043575	0	1.93751728653703e-05	0.214113140101632	9.63731730733164e-05	9.96576545264638e-06	0.943065992019833	0.957883691698641	3.03647469700074e-05	0.449409411266221	0.000156683628337948	2.03153430375949e-05	0.997691548308885	0.999998145862406
K03275: UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase	0.493082778319408	0.542741113655811	0	2.52870412791226e-06	0.799960967921791	4.53828669300105e-06	1.45507347681928e-05	0.30340954798924	0.0884928129369339	4.26259264098642e-06	0.999999996206915	8.04911162596077e-06	2.92118478014477e-05	0.996109716538046	0.27793941864664
K03274: ADP-L-glycero-D-manno-heptose 6-epimerase	0.822934322032413	0.585693759619886	0	5.09889908839145e-10	0.0306285242200803	2.17717954775765e-10	8.71028827059694e-05	0.362408763076688	0.151142333632482	1.07617887486265e-09	0.10858231038301	4.82962533061253e-10	0.000162337797621321	0.996109716538046	0.385099784353669
K03276: UDP-galactose:(glucosyl)LPS alpha-1,2-galactosyltransferase	0.156777962799722	0.223110672048883	0	0.0168662272140487	0.411083420873963	0.0468148921331276	0.0109480385263195	0.386371572196791	0.788177435274334	0.019724250730435	0.697981808329098	0.0575797632682053	0.015665423250989	0.996109716538046	0.999998145862406
K03271: phosphoheptose isomerase	1.40163474583657	1.15895074660452	0.00170743891120978	8.05894483480746e-22	0.0265942425923207	4.9960036108132e-15	1.03139718987677e-13	0.804965522764764	0.00383269138005074	3.16074724287841e-21	0.0984632245990182	1.79414005775929e-14	3.69083756306873e-13	0.996109716538046	0.0380368663157427
K03270: 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P	1.7226442974139	1.35918098666625	0.175752485259132	7.25718044210206e-18	0.0035170515401981	1.54321000422897e-14	5.01999553037535e-11	0.516401911319484	0.913241144099236	2.28883198710234e-17	0.0225350449738798	5.11908408487288e-14	1.49275587657034e-10	0.996109716538046	0.999998145862406
K03273: D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase	1.29228176183022	1.14214973360881	0.0919797010862314	1.56967060509828e-16	0.259928615509417	3.03090885722668e-14	1.80772063984591e-11	0.580012669450159	0.0214151904618964	4.60240123951504e-16	0.516716356174337	8.48160947682968e-14	5.52944499233269e-11	0.996109716538046	0.114403506654096
K03272: D-beta-D-heptose 7-phosphate kinase	1.14201852109151	0.938210574928255	0.0727674052452078	3.14996103508953e-14	0.0823519291772149	3.50830475781549e-14	1.36989660726172e-08	0.630134655901313	0.154574674615088	8.21852242631376e-14	0.222888480614365	9.38683563113095e-14	3.44853624830525e-08	0.996109716538046	0.389927908985513
K03279: UDP-glucose:(glucosyl/galactosyl)LPS alpha-1,2-glucosyltransferase	0.635609392782792	0.577494680203416	0	7.88494636995809e-08	0.775735608203202	7.71895358742114e-08	2.65061762888541e-05	0.934499134506199	0.0304461498243383	1.47361585980764e-07	0.999999996206915	1.51126633922909e-07	5.18954953587182e-05	0.996109716538046	0.142342105402529
K03278: UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase	0.212141034909492	0.30291156581434	0	0.000885203026537848	0.213473297466976	0.00593624738505671	0.000529934302779034	0.187498230190993	0.373353721578731	0.00118657362310854	0.448382319420801	0.00821973108117384	0.000909419255995483	0.996109716538046	0.680365854089492
K11022: structural toxin protein (hemagglutinin/hemolysin) RtxA	1.00543313647479	0.82735505469006	0	1.99078082721316e-08	0.342192409359805	1.14342322277139e-08	5.13506982926515e-05	0.637703347662606	0.405537466475859	3.83234753170351e-08	0.623817069713427	2.33479273968784e-08	9.77397437483958e-05	0.996109716538046	0.716131870739353
