wgs	stoolMeans	swabMeans	tissueMeans	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Steroid_biosynthesis	1.03109806187727	1.27184535635184	1.51454122609367	0.00161990878782173	0.0954715714484418	0.00312175446871299	0.323588976889032	0.0198682844356347	0.0026821142380749	0.00185354947837294	0.291310692368322	0.00357200751708506	0.350064438634498	0.62070033523863	0.0797928985827282
Drug_metabolism_cytochrome_P450	0.0762408192239937	0.567972587280282	1.48818088953375	9.92986027180967e-16	0.000292940275333442	3.21964677141295e-14	2.96446402514583e-06	0.10801033342141	0.999839990928997	1.59682888154777e-15	0.00316908116042542	5.24846528490605e-14	4.46545846825764e-06	0.648382217671562	0.999891036688737
Histidine_metabolism	3.42717387804558	3.31904551464149	1.61232542728098	1.05241607873402e-29	0.50532130203049	1.66533453693773e-15	4.55191440096314e-15	0.0678075996479176	0.999850493589467	2.72255463846411e-29	0.917842530242927	3.24876737533755e-15	1.15250598662684e-14	0.62070033523863	0.999891036688737
Photosynthesis	0.681242776252399	0.69415100383098	0.381900983878845	0.0443321147422216	0.990227520216683	0.0399831840696999	0.0738135362933067	0.398322476269697	0.318709741848292	0.0479592877665852	0.999999202392299	0.0444672794793859	0.0852797166883834	0.807158059500307	0.996435502461215
Sphingolipid_metabolism	2.92810582487695	2.79910393230203	1.98672271039416	2.35510813931752e-13	0.310510750913634	1.12465592394528e-13	1.07356129541714e-08	0.511885561337118	0.0954802836735592	3.5930495971639e-13	0.637082402736594	1.76097440723012e-13	1.72640262371134e-08	0.807158059500307	0.541054940816835
Thiamine_metabolism	3.52792646362162	3.42862744280841	1.44583488434764	1.06568788231678e-39	0.490191979011224	1.66533453693773e-15	1.66533453693773e-15	0.95066879738029	0.0845554490113559	5.76440263616804e-39	0.916586567695853	3.24876737533755e-15	5.6621374255883e-15	0.998849736530106	0.540279774847742
Phosphonate_and_phosphinate_metabolism	2.60205652163641	2.33679549666255	0.300472688845702	1.20423122069861e-32	0.0531942965810319	1.66533453693773e-15	3.21964677141295e-15	0.688269560336763	0.999840686525843	3.77114513850354e-32	0.204197461069123	3.24876737533755e-15	8.91018525111957e-15	0.869425738858066	0.999891036688737
D_Alanine_metabolism	3.40954762778544	3.25719047589483	0.474683518997456	1.9549558147813e-47	0.307115500080078	1.66533453693773e-15	1.66533453693773e-15	0.160085658555933	0.894347241769272	5.81599354897436e-46	0.637082402736594	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.999891036688737
Arginine_and_proline_metabolism	3.19962336582497	3.22500245945292	3.49116899330764	0.000753751135366337	0.905060831735023	0.000462833139279639	0.00770991550299693	0.551645716290529	0.610790055077806	0.00087937632459406	0.999999202392299	0.000545318253210664	0.00945855613254263	0.807158059500307	0.999891036688737
Glycerolipid_metabolism	2.86466478794206	2.84600221130289	1.66884667323391	1.10644375326365e-25	0.963582561508153	1.66533453693773e-15	1.52100554373646e-14	0.727383644964853	0.372973719651255	2.12365817158669e-25	0.999999202392299	3.24876737533755e-15	3.29090290372071e-14	0.873095900906667	0.996435502461215
Biosynthesis_of_type_II_polyketide_backbone	0.680507609017449	0.507839082956199	0	1.26444165302382e-06	0.197357258996932	7.68183820110124e-07	0.00194674020711605	0.484537149075448	0.0738937792000584	1.60072932670037e-06	0.489281537929893	9.82944888097901e-07	0.00251806613746532	0.807158059500307	0.540279774847742
Tryptophan_metabolism	2.50628569064472	2.75334882894289	3.50321857589595	7.81987550103554e-27	0.000105558761863356	1.66533453693773e-15	4.00790511889682e-14	0.758262603821385	0.49111162780536	1.57722912648005e-26	0.00139572140685993	3.24876737533755e-15	7.5704874468051e-14	0.893398513413314	0.996435502461215
beta_Lactam_resistance	1.79821038088852	2.07451499905192	0.250644867785712	9.35461819485401e-19	0.0714360413328493	3.03090885722668e-14	3.00870439673417e-14	0.448578696312235	0.227879264624001	1.59028509312518e-18	0.230333788954403	5.00941880569409e-14	5.83869870014965e-14	0.807158059500307	0.935090775526073
Limonene_and_pinene_degradation	2.4273969102857	2.00168560718785	0.0108560029072585	1.12556331267624e-17	0.0639511289335096	2.83106871279415e-14	8.35452818037652e-11	0.471369656366926	0.304293767976281	1.886507524063e-17	0.217433838373933	4.88256778003629e-14	1.4002659907955e-10	0.807158059500307	0.996435502461215
Folate_biosynthesis	3.33052954299402	3.25174387080552	1.18866382067474	1.10199479933426e-33	0.727071197941388	1.66533453693773e-15	1.66533453693773e-15	0.421195221158272	0.999838798421197	3.74678231773649e-33	0.986661499657767	3.24876737533755e-15	5.6621374255883e-15	0.807158059500307	0.999891036688737
Purine_metabolism	3.22274407113142	3.21088694746219	2.8876307177852	9.60073732437902e-05	0.97895842994489	6.07963677498047e-05	0.00104509307740064	0.412535790479501	0.754629916427822	0.00011540280218193	0.999999202392299	7.38241608390485e-05	0.00141325086603041	0.807158059500307	0.999891036688737
Nicotinate_and_nicotinamide_metabolism	3.3468444173446	3.26585425750039	1.44875899120794	2.15947568693218e-46	0.465560450538814	1.66533453693773e-15	1.66533453693773e-15	0.865390879671228	0.246792655502894	4.28296011241549e-45	0.908224485477358	3.24876737533755e-15	5.6621374255883e-15	0.955923079350137	0.961686995408852
Benzoate_degradation	2.57324509617424	2.50125540722488	0.477267568078205	6.87071196904531e-42	0.665100744975649	1.66533453693773e-15	1.66533453693773e-15	0.173166585604543	0.999851541332386	4.80949837833171e-41	0.965207178684173	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.999891036688737
Xylene_degradation	0.132099178506498	0.18290650757914	0.00320849078302095	0.0728690931466264	0.611412601131948	0.139972113782006	0.0607915262580528	0.165746057084923	0.167252430285228	0.0774234114682906	0.924901412457046	0.150060194054583	0.0709234473010616	0.648382217671562	0.760775773910019
Phenylpropanoid_biosynthesis	0.258977167560688	0.33665243780941	0.247054337359553	0.495685755215863	0.492954120441467	0.989457978156253	0.643829901245473	0.778144566817532	0.514221947900688	0.504159015988784	0.916586567695853	0.989457978156253	0.670323211715844	0.899021392730935	0.996435502461215
Glycine_serine_and_threonine_metabolism	3.35100999061513	3.21697834693596	1.79889207726659	6.72708205743072e-44	0.0619382462291763	1.66533453693773e-15	1.66533453693773e-15	0.225200676706259	0.39041916894233	6.15786742180197e-43	0.216783861802117	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.996435502461215
Lysine_biosynthesis	3.4455651467996	3.35164899969391	1.45916192493031	9.37494543787472e-36	0.558189568391562	1.66533453693773e-15	1.66533453693773e-15	0.299629697779118	0.871282992344982	4.13192039669293e-35	0.917842530242927	3.24876737533755e-15	5.6621374255883e-15	0.742831959077396	0.999891036688737
Naphthalene_degradation	2.15359722700748	2.16301183626128	0.279598622315437	8.19380039028737e-07	0.999337949447949	5.78433233311415e-07	1.58259626984458e-05	0.715306981135576	0.473399776174018	1.04845402843462e-06	0.999999202392299	7.64817275156204e-07	2.32504884088278e-05	0.869425738858066	0.996435502461215
Lipoic_acid_metabolism	3.31945374276132	3.59208952273865	4.48532015723271	1.53990701317412e-20	0.00329084784125244	1.34336985979644e-14	3.06511482861538e-11	0.787754982357456	0.00763504307556114	2.69483727305472e-20	0.02175616072828	2.35089725464377e-14	5.36395095007691e-11	0.901373489428243	0.123671605045441
Biosynthesis_of_siderophore_group_nonribosomal_peptides	1.76923785355495	1.99655688898564	0.157478512216818	1.67716077597032e-33	0.0178960504703785	1.66533453693773e-15	1.66533453693773e-15	0.210915349469616	0.278084840670825	5.54394812056855e-33	0.0887345835822932	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.996435502461215
Chloroalkane_and_chloroalkene_degradation	2.85740871495765	2.46727435124176	0.0327747576314901	7.77698535122458e-31	0.0222291647530978	1.66533453693773e-15	1.12132525487141e-14	0.86756044176315	0.999778029452286	2.1033210381721e-30	0.102941814946886	3.24876737533755e-15	2.5661097178788e-14	0.955923079350137	0.999891036688737
Glycosylphosphatidylinositol_GPI_anchor_biosynthesis	1.20523917305911	1.83189105171809	1.86593082354195	9.88497828256107e-12	4.24879542659795e-09	7.16692642344086e-07	0.968569877680593	0.0988834656613325	0.999844717368497	1.43452733612777e-11	1.26401663941289e-07	9.27026352597241e-07	0.968569877680593	0.648382217671562	0.999891036688737
Nitrogen_metabolism	3.08246859438924	2.97910380454013	1.26532648897914	1.76100830882999e-48	0.228070633717371	1.66533453693773e-15	1.66533453693773e-15	0.157657130067879	0.305043399386268	6.98533295835897e-47	0.521822254943568	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.996435502461215
Porphyrin_and_chlorophyll_metabolism	3.09541123634518	3.01917593571672	1.75574077803986	2.47682330687498e-45	0.273238085744263	1.66533453693773e-15	1.66533453693773e-15	0.204324302862191	0.53134184646001	2.94741973518123e-44	0.588455760351103	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.999891036688737
D_Glutamine_and_D_glutamate_metabolism	3.61030835461145	3.57223889474257	0.829899521481342	4.40350679845284e-41	0.939623937475692	1.66533453693773e-15	1.66533453693773e-15	0.0528848271569711	0.99983174587962	2.75798583692573e-40	0.999999202392299	3.24876737533755e-15	5.6621374255883e-15	0.62070033523863	0.999891036688737
Alanine_aspartate_and_glutamate_metabolism	3.51848664454338	3.41975455122565	0.964218448049744	5.08362529307909e-40	0.621782462155997	1.66533453693773e-15	1.66533453693773e-15	0.715997667294878	0.999846920934596	2.88072099941148e-39	0.924901412457046	3.24876737533755e-15	5.6621374255883e-15	0.869425738858066	0.999891036688737
Riboflavin_metabolism	3.33282798455233	3.19157533054829	1.60796891299301	1.93238987310351e-34	0.194828587917409	1.66533453693773e-15	1.66533453693773e-15	0.931320108580965	0.870625141146817	6.96831499694903e-34	0.489281537929893	3.24876737533755e-15	5.6621374255883e-15	0.998849736530106	0.999891036688737
Terpenoid_backbone_biosynthesis	3.34164883222891	3.30281760282449	1.90863212406337	6.35836661438264e-29	0.873885527076238	1.66533453693773e-15	4.32986979603811e-15	0.143621500319416	0.412652173615316	1.48361887668928e-28	0.999999202392299	3.24876737533755e-15	1.14501001273008e-14	0.648382217671562	0.996435502461215
Retinol_metabolism	1.47426920815651	1.82294385680027	2.32458276061861	1.85946805208262e-11	0.000732988821058322	6.78154199462710e-11	0.000924988578343	0.975760114876227	0.915562823310106	2.63424640711705e-11	0.00726880580882836	9.72293370314007e-11	0.00126521426233123	0.998849736530106	0.999891036688737
Biosynthesis_of_12_14_and_16_membered_macrolides	0.363005693132957	0.362920038467998	0.151379493178867	0.0598274960586428	0.999999202392299	0.0510364269403298	0.109117867546463	0.432334214664303	0.378573787729011	0.064139387666473	0.999999202392299	0.0557186679440298	0.123666916552658	0.807158059500307	0.996435502461215
Brassinosteroid_biosynthesis	1.09545691943463	0.790443655152813	0.0873820012726298	5.95725164775872e-13	0.00646356660261127	5.85420600884845e-13	8.17641976713634e-06	0.556192948563236	0.431231433710593	8.8614118260411e-13	0.0384582212855371	8.81836095003754e-13	1.21624244036153e-05	0.807158059500307	0.996435502461215
Galactose_metabolism	3.28820405122261	3.29576117043029	2.29769721041515	3.81568367047299e-08	0.998099317753833	2.74266110933397e-08	1.33246502231898e-06	0.407647173037416	0.500533887825355	5.101869177374e-08	0.999999202392299	3.70882581830389e-08	2.05926412540207e-06	0.807158059500307	0.996435502461215
Steroid_hormone_biosynthesis	2.09457429717911	2.05897005459818	1.73809682130406	0.00214513312199175	0.89443665397103	0.00136889412901831	0.0173847378985044	0.850763087729734	0.655625369890739	0.0024082154860096	0.999999202392299	0.00158153787721532	0.0211100388767553	0.955101956979607	0.999891036688737
Cysteine_and_methionine_metabolism	3.39657822605397	3.39819865945359	3.29244319140459	0.651876459603302	0.999825249928405	0.63559633848409	0.707569553498004	0.052430154765802	0.999847244788355	0.657400836379601	0.999999202392299	0.646461233159032	0.719664759540705	0.62070033523863	0.999891036688737
Phenylalanine_tyrosine_and_tryptophan_biosynthesis	3.33323279542506	3.20972731519165	1.10415906605704	3.51544590991382e-37	0.424622446798836	1.66533453693773e-15	1.66533453693773e-15	0.20315362159108	0.561738730408081	1.67335225311898e-36	0.842167852817691	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.999891036688737
Valine_leucine_and_isoleucine_degradation	2.87684083326408	2.8238202022624	1.82986727020868	7.49028657278588e-42	0.412733539010908	1.66533453693773e-15	1.66533453693773e-15	0.492882130017454	0.569053132021028	4.95191167867511e-41	0.832462561733866	3.24876737533755e-15	5.6621374255883e-15	0.807158059500307	0.999891036688737
Starch_and_sucrose_metabolism	3.38265483833605	3.32425076903731	3.19936644955485	6.40304814826712e-09	0.0296779649460148	6.08986971961656e-09	0.000727722010890774	0.206620546838015	0.452299143138358	8.65866738231577e-09	0.130802882539843	8.32982180039506e-09	0.00100696417786049	0.648382217671562	0.996435502461215
One_carbon_pool_by_folate	3.53266509232345	3.4396215445546	1.69335888494798	9.52680526293365e-32	0.578472182926215	1.66533453693773e-15	2.1094237467878e-15	0.136913418443175	0.471187611995396	2.7650971372905e-31	0.917842530242927	3.24876737533755e-15	6.2755356466937e-15	0.648382217671562	0.996435502461215
Carbon_fixation_pathways_in_prokaryotes	3.27190534514855	2.66580736424536	0.198484624777435	1.39537265209288e-29	0.000920363190896722	1.66533453693773e-15	2.76445533131664e-14	0.511791518263481	0.999782594416409	3.52244124427791e-29	0.00842486305513154	3.24876737533755e-15	5.48283640711134e-14	0.807158059500307	0.999891036688737
Penicillin_and_cephalosporin_biosynthesis	2.17984852607108	1.99344743051591	0.133779862209623	1.28193916210025e-28	0.222922045293984	1.66533453693773e-15	1.27675647831893e-14	0.570658323322032	0.00638648476565246	2.87831623188547e-28	0.520151439019297	3.24876737533755e-15	2.86667963999911e-14	0.818172776811107	0.123671605045441
Lysine_degradation	2.58504877247446	2.75681986896028	2.71095416809674	0.00169145857864	0.00270268448384814	0.124174879106566	0.811510189771223	0.116704826802491	0.99984345081416	0.00191698638912534	0.0214412969051952	0.134334641942558	0.818387394769284	0.648382217671562	0.999891036688737
Inositol_phosphate_metabolism	2.65988471352444	2.58422675870604	1.24637537310374	1.35564497016472e-23	0.678463711207312	2.77555756156289e-15	2.76445533131664e-14	0.582529365937228	0.999845137882684	2.52065236640003e-23	0.972737128116508	5.160802341031e-15	5.48283640711134e-14	0.825249935077739	0.999891036688737
Cyanoamino_acid_metabolism	2.70497390119848	2.45266789970458	0.0768671086961739	3.74257561431611e-13	0.568427447209425	1.68309810533174e-13	3.42964245891864e-09	0.505015184401922	0.999790591727548	5.63755060890655e-13	0.917842530242927	2.56780351967278e-13	5.59078702207284e-09	0.807158059500307	0.999891036688737
Selenocompound_metabolism	3.42142327905185	3.3180082102341	0.952615992652688	4.22560727724278e-40	0.571140238151115	1.66533453693773e-15	1.66533453693773e-15	0.00850987767372073	0.999833295767618	2.51423632995945e-39	0.917842530242927	3.24876737533755e-15	5.6621374255883e-15	0.62070033523863	0.999891036688737
C5_Branched_dibasic_acid_metabolism	3.22206558709565	2.86422310494846	0.268329693076976	1.7131069359732e-23	0.140372570065568	2.55351295663786e-15	3.04201108747293e-14	0.601413227380943	0.999770734756212	3.13630346739709e-23	0.388472926460526	4.82330225142707e-15	5.83869870014965e-14	0.831350327760167	0.999891036688737
Zeatin_biosynthesis	3.04484013943989	2.8123288118962	0.532806084775927	6.6464130861087e-34	0.131361023559516	1.66533453693773e-15	1.88737914186277e-15	0.699276628352696	0.978676977389606	2.32624458013804e-33	0.372189566751963	3.24876737533755e-15	5.75892609952998e-15	0.869425738858066	0.999891036688737
Propanoate_metabolism	3.04738371650549	3.00768362959881	0.985164975678056	1.48013708036141e-36	0.904805630870834	1.66533453693773e-15	1.66533453693773e-15	0.105546387745658	0.688942834536096	6.77447356011569e-36	0.999999202392299	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.999891036688737
Insect_hormone_biosynthesis	0.0678105771565776	0.055539206328703	0.101982323006296	0.666199666788969	0.936837119201822	0.727321895030117	0.647791339053127	0.406087717244715	0.999891036688737	0.666199666788969	0.999999202392299	0.733485639903254	0.670323211715844	0.807158059500307	0.999891036688737
Chlorocyclohexane_and_chlorobenzene_degradation	1.67786419403744	1.10644778388246	0.0991412533844989	1.85105772602344e-09	0.00913147926917468	2.83040646475996e-09	0.0012642910303291	0.688283885877208	0.0384357606715158	2.56134731856732e-09	0.0493930015014449	3.9164926663539e-09	0.00169045654617037	0.869425738858066	0.376139260109775
Pantothenate_and_CoA_biosynthesis	3.46881319636605	3.39099500124648	1.53659267673114	3.29453966998964e-32	0.701237098739483	1.66533453693773e-15	1.88737914186277e-15	0.541010630964002	0.999836681602252	1.00525697622761e-31	0.986661499657767	3.24876737533755e-15	5.75892609952998e-15	0.807158059500307	0.999891036688737
Amino_sugar_and_nucleotide_sugar_metabolism	3.37848656835647	3.28711511440593	1.91448846769116	1.17978139865734e-49	0.155183376182128	1.66533453693773e-15	1.66533453693773e-15	0.515831539387022	0.519151270189877	7.01969932201119e-48	0.401452647079854	3.24876737533755e-15	5.6621374255883e-15	0.807158059500307	0.996435502461215
Biotin_metabolism	3.42757009306613	3.31355483083659	1.04212625428945	2.68753951804077e-35	0.558270975872666	1.66533453693773e-15	1.66533453693773e-15	0.223452404652682	0.999808489936308	1.10281794016156e-34	0.917842530242927	3.24876737533755e-15	5.6621374255883e-15	0.648382217671562	0.999891036688737
Fatty_acid_metabolism	2.73489238903065	2.6710589574213	1.10272525423083	2.95988524773122e-24	0.806362331422667	2.1094237467878e-15	2.54241072639161e-14	0.489274246776307	0.445916168364802	5.59089435682564e-24	0.999999202392299	4.04873267528626e-15	5.21632545587244e-14	0.807158059500307	0.996435502461215
Oxidative_phosphorylation	3.02422642810869	3.04924853503278	3.17037844225149	1.32921073124391e-11	0.219536182520067	5.02398123103376e-12	4.61902667003855e-07	0.63078056080359	0.131212673313038	1.90573586768705e-11	0.520151439019297	7.38091069744466e-12	7.23242333861299e-07	0.834032074840303	0.701414058731647
Synthesis_and_degradation_of_ketone_bodies	2.57078481189775	2.55755374243783	0	1.64512677102444e-37	0.992582256039358	1.66533453693773e-15	1.66533453693773e-15	0.614587861628053	0.762855773024499	8.15708690632952e-37	0.999999202392299	3.24876737533755e-15	5.6621374255883e-15	0.831350327760167	0.999891036688737
Valine_leucine_and_isoleucine_biosynthesis	3.59256544246372	3.48444094000173	0.739328781066489	1.48705571987743e-44	0.572500943071518	1.66533453693773e-15	1.66533453693773e-15	0.682193444613635	0.99983343421165	1.47466358887845e-43	0.917842530242927	3.24876737533755e-15	5.6621374255883e-15	0.869425738858066	0.999891036688737
Atrazine_degradation	2.12039460543698	1.83787502949566	0.325883588419294	1.67202106419673e-28	0.0130807773894326	1.66533453693773e-15	2.54241072639161e-14	0.0472808674984574	0.0900459160945624	3.68463901184095e-28	0.0676788047540208	3.24876737533755e-15	5.21632545587244e-14	0.62070033523863	0.540279774847742
Primary_bile_acid_biosynthesis	0.147782576808485	0.438485807814545	0.965696320839193	5.4966739349451e-06	0.0716163881622933	6.08585214367796e-06	0.0185348368465116	0.0570373746748198	0.999833913410295	6.74334225008728e-06	0.230333788954403	7.62333057997555e-06	0.0222792483306553	0.62070033523863	0.999891036688737
Pyrimidine_metabolism	3.38488410088797	3.28696785495332	2.58856967518744	8.27394252514799e-60	4.23043282938851e-05	1.66533453693773e-15	1.66533453693773e-15	0.523362343418677	0.0528022849418513	9.84599160492611e-58	0.000629276883371541	3.24876737533755e-15	5.6621374255883e-15	0.807158059500307	0.448819422005736
Toluene_degradation	2.38565074553202	1.70865521862846	0.0303724733835634	1.14919885054669e-13	0.00730175343801454	1.22457599616155e-13	2.16070516512179e-06	0.533452376760797	0.041090843541404	1.77603458720852e-13	0.0413766028154157	1.89252653952239e-13	3.29646044422427e-06	0.807158059500307	0.376139260109775
Glycosaminoglycan_biosynthesis_heparan_sulfate	0.257641878309297	1.33303311906938	1.47970527192702	2.69471439179515e-19	5.01820807130571e-14	2.43127740162663e-12	0.694789009754192	0.191256248769806	0.135567423116201	4.6474059800525e-19	5.97166760485379e-12	3.61652513491961e-12	0.712757691040938	0.648382217671562	0.701414058731647
Caprolactam_degradation	1.92473616304767	1.90642866711853	0.183610078179197	1.64317481906327e-27	0.981499243516906	1.66533453693773e-15	6.32827124036339e-15	0.803387305933943	0.000374659887498221	3.49174649050944e-27	0.999999202392299	3.24876737533755e-15	1.50612855520649e-14	0.910505613391802	0.0445845266122883
